Date,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
,20:30,USD,1,CFTC Silver speculative net positions,21.4K,,17.7K
,20:30,USD,1,CFTC Soybeans speculative net positions,-140.6K,,-106.0K
,20:30,USD,1,CFTC Wheat speculative net positions,-36.5K,,-42.8K
"Monday, February 5, 2024",0:00,USD,3,Fed Chair Powell Speaks,,,
,13:00,USD,2,FOMC Member Kashkari Speaks,,,
,14:45,USD,2,S&P Global Composite PMI (Jan),52,52.3,50.9
,14:45,USD,3,S&P Global Services PMI (Jan),52.5,52.9,51.4
,15:00,USD,1,CB Employment Trends Index (Jan),113.71,,112.91
,15:00,USD,1,Fed Goolsbee Speaks,,,
,15:00,USD,1,ISM Non-Manufacturing Business Activity (Jan),55.8,,55.8
,15:00,USD,2,ISM Non-Manufacturing Employment (Jan),50.5,49.4,43.8
,15:00,USD,1,ISM Non-Manufacturing New Orders (Jan),55,54.8,52.8
,15:00,USD,3,ISM Non-Manufacturing PMI (Jan),53.4,52,50.5
,15:00,USD,3,ISM Non-Manufacturing Prices (Jan),64,56.5,57.4
,15:00,USD,1,Total Vehicle Sales (Jan),15.00M,15.70M,16.12M
,16:30,USD,1,3-Month Bill Auction,5.24%,,5.21%
,16:30,USD,1,6-Month Bill Auction,5.05%,,4.99%
,19:00,USD,2,FOMC Member Bostic Speaks,,,
,19:00,USD,1,Loan Officer Survey,,,
"Tuesday, February 6, 2024",0:00,USD,2,FOMC Member Harker Speaks,,,
,13:55,USD,1,Redbook (YoY),6.10%,,5.00%
,15:10,USD,1,IBD/TIPP Economic Optimism,44,47.2,44.7
,17:00,USD,2,EIA Short-Term Energy Outlook,,,
,17:00,USD,2,FOMC Member Mester Speaks,,,
,18:00,USD,2,3-Year Note Auction,4.17%,,4.11%
,18:00,USD,2,FOMC Member Kashkari Speaks,,,
,19:00,USD,1,Fed Collins Speaks,,,
,21:30,USD,2,API Weekly Crude Oil Stock,0.674M,2.133M,-2.500M
"Wednesday, February 7, 2024",12:00,USD,1,MBA 30-Year Mortgage Rate,6.80%,,6.78%
,12:00,USD,1,MBA Mortgage Applications (WoW),3.70%,,-7.20%
,12:00,USD,1,MBA Purchase Index,153.5,,154.5
,12:00,USD,1,Mortgage Market Index,210,,202.5
,12:00,USD,1,Mortgage Refinance Index,500.2,,445.6
,13:30,USD,2,Exports (Dec),258.20B,,254.30B
,13:30,USD,2,Imports (Dec),320.40B,,316.20B
,13:30,USD,2,Trade Balance (Dec),-62.20B,-62.00B,-61.90B
,15:30,USD,3,Crude Oil Inventories,5.520M,1.700M,1.234M
,15:30,USD,1,EIA Refinery Crude Runs (WoW),-0.009M,,-0.428M
,15:30,USD,1,Crude Oil Imports,1.600M,,0.565M
,15:30,USD,2,Cushing Crude Oil Inventories,-0.033M,,-1.972M
,15:30,USD,1,Distillate Fuel Production,-0.028M,,-0.115M
,15:30,USD,1,EIA Weekly Distillates Stocks,-3.221M,-1.000M,-2.542M
,15:30,USD,1,Gasoline Production,-0.270M,,0.956M
,15:30,USD,1,Heating Oil Stockpiles,-0.223M,,0.456M
,15:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),-0.50%,,-2.60%
,15:30,USD,1,Gasoline Inventories,-3.146M,0.140M,1.156M
,16:30,USD,2,Atlanta Fed GDPNow (Q1),3.40%,4.20%,4.20%
,16:30,USD,1,Fed Collins Speaks,,,
,17:30,USD,1,FOMC Member Barkin Speaks,,,
,18:00,USD,3,10-Year Note Auction,4.09%,,4.02%
,19:00,USD,2,FOMC Member Bowman Speaks,,,
,20:00,USD,2,Consumer Credit (Dec),1.56B,14.90B,23.48B
"Thursday, February 8, 2024",13:30,USD,2,Continuing Jobless Claims,"1,871K","1,878K","1,894K"
,13:30,USD,1,FOMC Member Barkin Speaks,,,
,13:30,USD,3,Initial Jobless Claims,218K,221K,227K
,13:30,USD,1,Jobless Claims 4-Week Avg.,212.25K,,208.50K
,15:00,USD,1,Wholesale Inventories (MoM) (Dec),0.40%,0.40%,-0.40%
,15:00,USD,1,Wholesale Trade Sales (MoM) (Dec),0.70%,,-0.10%
,15:30,USD,1,Natural Gas Storage,-75B,-73B,-197B
,16:30,USD,1,4-Week Bill Auction,5.28%,,5.28%
,16:30,USD,1,8-Week Bill Auction,5.27%,,5.27%
,17:00,USD,2,WASDE Report,,,
,17:05,USD,1,FOMC Member Barkin Speaks,,,
,18:00,USD,3,30-Year Bond Auction,4.36%,,4.23%
,18:00,USD,2,Atlanta Fed GDPNow (Q1),3.40%,3.40%,3.40%
,21:30,USD,2,Fed's Balance Sheet,"7,631B",,"7,630B"
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.556T,,3.412T
"Friday, February 9, 2024",18:00,USD,2,U.S. Baker Hughes Oil Rig Count,499,,499
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,623,,619
,18:30,USD,1,Fed Logan Speaks,,,
,20:30,USD,1,CFTC Aluminium speculative net positions,2.9K,,3.9K
,20:30,USD,1,CFTC Copper speculative net positions,-13.7K,,-8.6K
,20:30,USD,1,CFTC Corn speculative net positions,-229.4K,,-224.8K
,20:30,USD,2,CFTC Crude Oil speculative net positions,161.8K,,196.7K
,20:30,USD,2,CFTC Gold speculative net positions,161.7K,,147.8K
,20:30,USD,2,CFTC Nasdaq 100 speculative net positions,32.9K,,39.3K
,20:30,USD,1,CFTC Natural Gas speculative net positions,-114.2K,,-103.2K
,20:30,USD,2,CFTC S&P 500 speculative net positions,-233.0K,,-226.0K
,20:30,USD,1,CFTC Silver speculative net positions,16.9K,,21.4K
,20:30,USD,1,CFTC Soybeans speculative net positions,-160.8K,,-140.6K
,20:30,USD,1,CFTC Wheat speculative net positions,-38.3K,,-36.5K
"Monday, February 12, 2024",14:20,USD,2,FOMC Member Bowman Speaks,,,
,16:00,USD,2,NY Fed 1-Year Consumer Inflation Expectations,3.00%,,3.00%
,16:30,USD,1,3-Month Bill Auction,5.23%,,5.24%
,16:30,USD,1,6-Month Bill Auction,5.07%,,5.05%
,17:00,USD,1,FOMC Member Barkin Speaks,,,
,18:00,USD,2,FOMC Member Kashkari Speaks,,,
,19:00,USD,2,Federal Budget Balance (Jan),-22.0B,-39.3B,-129.0B
"Tuesday, February 13, 2024",11:00,USD,1,NFIB Small Business Optimism (Jan),89.9,92.3,91.9
,12:00,USD,2,OPEC Monthly Report,,,
,13:30,USD,3,Core CPI (MoM) (Jan),0.40%,0.30%,0.30%
,13:30,USD,2,Core CPI (YoY) (Jan),3.90%,3.70%,3.90%
,13:30,USD,1,Core CPI Index (Jan),314.44,314.08,313.21
,13:30,USD,3,CPI (YoY) (Jan),3.10%,2.90%,3.40%
,13:30,USD,3,CPI (MoM) (Jan),0.30%,0.20%,0.20%
,13:30,USD,1,"CPI Index, n.s.a. (Jan)",308.42,307.99,306.75
,13:30,USD,1,"CPI Index, s.a (Jan)",309.69,,308.74
,13:30,USD,1,"CPI, n.s.a (MoM) (Jan)",0.54%,,-0.10%
,13:30,USD,1,Real Earnings (MoM) (Jan),-0.30%,,-0.10%
,13:55,USD,1,Redbook (YoY),2.50%,,6.10%
,16:00,USD,1,Cleveland CPI (MoM) (Jan),0.50%,,0.30%
,21:30,USD,2,API Weekly Crude Oil Stock,8.520M,2.600M,0.674M
"Wednesday, February 14, 2024",12:00,USD,1,MBA 30-Year Mortgage Rate,6.87%,,6.80%
,12:00,USD,1,MBA Mortgage Applications (WoW),-2.30%,,3.70%
,12:00,USD,1,MBA Purchase Index,149.6,,153.5
,12:00,USD,1,Mortgage Market Index,205.1,,210
,12:00,USD,1,Mortgage Refinance Index,489.6,,500.2
,14:30,USD,1,Fed Goolsbee Speaks,,,
,15:00,USD,1,Thomson Reuters IPSOS PCSI (Feb),52.03,,52.9
,15:30,USD,3,Crude Oil Inventories,12.018M,3.300M,5.521M
,15:30,USD,1,EIA Refinery Crude Runs (WoW),-0.298M,,-0.008M
,15:30,USD,1,Crude Oil Imports,-1.188M,,1.600M
,15:30,USD,2,Cushing Crude Oil Inventories,0.710M,,-0.033M
,15:30,USD,1,Distillate Fuel Production,-0.281M,,-0.028M
,15:30,USD,1,EIA Weekly Distillates Stocks,-1.915M,-1.600M,-3.220M
,15:30,USD,1,Gasoline Production,0.164M,,-0.270M
,15:30,USD,1,Heating Oil Stockpiles,1.536M,,-0.222M
,15:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),-1.80%,,-0.50%
,15:30,USD,1,Gasoline Inventories,-3.658M,-1.160M,-3.145M
,21:00,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
"Thursday, February 15, 2024",0:00,USD,2,FOMC Member Bostic Speaks,,,
,9:00,USD,2,IEA Monthly Report,,,
,13:30,USD,2,Continuing Jobless Claims,"1,895K","1,880K","1,865K"
,13:30,USD,3,Core Retail Sales (MoM) (Jan),-0.60%,0.20%,0.40%
,13:30,USD,1,Export Price Index (YoY),-2.40%,,-2.90%
,13:30,USD,2,Export Price Index (MoM) (Jan),0.80%,-0.10%,-0.70%
,13:30,USD,2,Import Price Index (MoM) (Jan),0.80%,0.00%,-0.70%
,13:30,USD,1,Import Price Index (YoY),-1.30%,-1.30%,-2.40%
,13:30,USD,3,Initial Jobless Claims,212K,219K,220K
,13:30,USD,1,Jobless Claims 4-Week Avg.,218.50K,,212.75K
,13:30,USD,2,NY Empire State Manufacturing Index (Feb),-2.4,-13.7,-43.7
,13:30,USD,3,Philadelphia Fed Manufacturing Index (Feb),5.2,-8,-10.6
,13:30,USD,1,Philly Fed Business Conditions (Feb),7.2,,-4
,13:30,USD,1,Philly Fed CAPEX Index (Feb),12.7,,7.5
,13:30,USD,2,Philly Fed Employment (Feb),-10.3,,-1.8
,13:30,USD,1,Philly Fed New Orders (Feb),-5.2,,-17.9
,13:30,USD,1,Philly Fed Prices Paid (Feb),16.6,,11.3
,13:30,USD,2,Retail Control (MoM) (Jan),-0.40%,0.20%,0.60%
,13:30,USD,1,Retail Sales (YoY) (Jan),0.65%,,5.31%
,13:30,USD,3,Retail Sales (MoM) (Jan),-0.80%,-0.20%,0.40%
,13:30,USD,1,Retail Sales Ex Gas/Autos (MoM) (Jan),-0.50%,,0.60%
,14:15,USD,1,Capacity Utilization Rate (Jan),78.50%,78.80%,78.70%
,14:15,USD,2,Industrial Production (MoM) (Jan),-0.10%,0.20%,0.10%
,14:15,USD,2,Industrial Production (YoY) (Jan),0.03%,,1.17%
,14:15,USD,1,Manufacturing Production (MoM) (Jan),-0.50%,0.00%,0.10%
,15:00,USD,2,Business Inventories (MoM) (Dec),0.40%,0.40%,-0.10%
,15:00,USD,1,NAHB Housing Market Index (Feb),48,46,44
,15:00,USD,2,Retail Inventories Ex Auto (Dec),0.40%,0.60%,-0.90%
,15:30,USD,1,Natural Gas Storage,-49B,-67B,-75B
,16:30,USD,1,4-Week Bill Auction,5.28%,,5.28%
,16:30,USD,1,8-Week Bill Auction,5.27%,,5.27%
,18:00,USD,2,Atlanta Fed GDPNow (Q1),2.90%,3.40%,3.40%
,18:15,USD,2,Fed Waller Speaks,,,
,21:00,USD,1,"US Foreign Buying, T-bonds (Dec)",33.80B,,72.40B
,21:00,USD,1,Overall Net Capital Flow (Dec),139.80B,,223.30B
,21:00,USD,2,TIC Net Long-Term Transactions (Dec),160.2B,42.6B,99.7B
,21:00,USD,1,TIC Net Long-Term Transactions including Swaps (Dec),160.20B,,99.70B
,21:30,USD,2,Fed's Balance Sheet,"7,634B",,"7,631B"
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.537T,,3.556T
"Friday, February 16, 2024",0:00,USD,2,FOMC Member Bostic Speaks,,,
,13:00,USD,1,FOMC Member Barkin Speaks,,,
,13:30,USD,1,PPI ex. Food/Energy/Transport (MoM) (Jan),0.60%,0.10%,0.20%
,13:30,USD,1,PPI ex. Food/Energy/Transport (YoY) (Jan),2.60%,,2.60%
,13:30,USD,1,Building Permits (MoM) (Jan),-1.50%,1.30%,1.80%
,13:30,USD,2,Building Permits (Jan),1.470M,1.509M,1.493M
,13:30,USD,2,Core PPI (MoM) (Jan),0.50%,0.10%,-0.10%
,13:30,USD,1,Core PPI (YoY) (Jan),2.00%,1.60%,1.70%
,13:30,USD,2,Housing Starts (Jan),1.331M,1.450M,1.562M
,13:30,USD,2,Housing Starts (MoM) (Jan),-14.80%,0.00%,3.30%
,13:30,USD,3,PPI (MoM) (Jan),0.30%,0.10%,-0.10%
,13:30,USD,1,PPI (YoY) (Jan),0.90%,0.60%,1.00%
,14:10,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,15:00,USD,2,Michigan 1-Year Inflation Expectations (Feb),3.00%,2.90%,2.90%
,15:00,USD,2,Michigan 5-Year Inflation Expectations (Feb),2.90%,2.80%,2.90%
,15:00,USD,2,Michigan Consumer Expectations (Feb),78.4,76.5,77.1
,15:00,USD,2,Michigan Consumer Sentiment (Feb),79.6,80,79
,15:00,USD,1,Michigan Current Conditions (Feb),81.5,82,81.9
,16:30,USD,2,Atlanta Fed GDPNow (Q1),2.90%,2.90%,2.90%
,17:10,USD,2,FOMC Member Daly Speaks,,,
,18:00,USD,2,U.S. Baker Hughes Oil Rig Count,497,,499
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,621,,623
,20:30,USD,1,CFTC Aluminium speculative net positions,3.9K,,2.9K
,20:30,USD,1,CFTC Copper speculative net positions,-32.7K,,-13.7K
,20:30,USD,1,CFTC Corn speculative net positions,-245.9K,,-229.4K
,20:30,USD,2,CFTC Crude Oil speculative net positions,171.0K,,161.8K
,20:30,USD,2,CFTC Gold speculative net positions,131.2K,,161.7K
,20:30,USD,2,CFTC Nasdaq 100 speculative net positions,32.1K,,32.9K
,20:30,USD,1,CFTC Natural Gas speculative net positions,-136.6K,,-114.2K
,20:30,USD,2,CFTC S&P 500 speculative net positions,-215.8K,,-233.0K
,20:30,USD,1,CFTC Silver speculative net positions,12.4K,,16.9K
,20:30,USD,1,CFTC Soybeans speculative net positions,-161.8K,,-160.8K
,20:30,USD,1,CFTC Wheat speculative net positions,-29.0K,,-38.3K
"Tuesday, February 20, 2024",15:00,USD,2,US Leading Index (MoM) (Jan),-0.40%,-0.30%,-0.20%
,16:30,USD,1,3-Month Bill Auction,5.23%,,5.23%
,16:30,USD,1,6-Month Bill Auction,5.10%,,5.07%
,18:00,USD,1,52-Week Bill Auction,4.70%,,4.57%
"Wednesday, February 21, 2024",12:00,USD,1,MBA 30-Year Mortgage Rate,7.06%,,6.87%
,12:00,USD,1,MBA Mortgage Applications (WoW),-10.60%,,-2.30%
,12:00,USD,1,MBA Purchase Index,133.6,,149.6
,12:00,USD,1,Mortgage Market Index,181.6,,205.1
,12:00,USD,1,Mortgage Refinance Index,427,,489.6
,13:00,USD,2,FOMC Member Bostic Speaks,,,
,13:55,USD,1,Redbook (YoY),3.00%,,2.50%
,18:00,USD,2,20-Year Bond Auction,4.60%,,4.42%
,18:00,USD,2,FOMC Member Bowman Speaks,,,
,19:00,USD,3,FOMC Meeting Minutes,,,
,21:30,USD,2,API Weekly Crude Oil Stock,7.168M,4.298M,8.520M
"Thursday, February 22, 2024",13:30,USD,1,Chicago Fed National Activity (Jan),-0.3,,0.02
,13:30,USD,2,Continuing Jobless Claims,"1,862K","1,885K","1,889K"
,13:30,USD,3,Initial Jobless Claims,201K,217K,213K
,13:30,USD,1,Jobless Claims 4-Week Avg.,215.25K,,218.75K
,14:45,USD,3,S&P Global US Manufacturing PMI (Feb),51.5,50.5,50.7
,14:45,USD,2,S&P Global Composite PMI (Feb),51.4,51.8,52
,14:45,USD,3,S&P Global Services PMI (Feb),51.3,52.4,52.5
,15:00,USD,2,Existing Home Sales (MoM) (Jan),3.10%,,-0.80%
,15:00,USD,3,Existing Home Sales (Jan),4.00M,3.96M,3.88M
,15:00,USD,1,Fed Governor Jefferson Speaks,,,
,15:30,USD,1,Natural Gas Storage,-60B,-59B,-54B
,16:00,USD,3,Crude Oil Inventories,3.514M,3.879M,12.018M
,16:00,USD,1,EIA Refinery Crude Runs (WoW),0.031M,,-0.298M
,16:00,USD,1,Crude Oil Imports,-0.434M,,-1.188M
,16:00,USD,2,Cushing Crude Oil Inventories,0.741M,,0.710M
,16:00,USD,1,Distillate Fuel Production,0.095M,,-0.281M
,16:00,USD,1,EIA Weekly Distillates Stocks,-4.009M,-1.739M,-1.915M
,16:00,USD,1,Gasoline Production,-0.146M,,0.164M
,16:00,USD,1,Heating Oil Stockpiles,-0.351M,,1.536M
,16:00,USD,1,EIA Weekly Refinery Utilization Rates (WoW),0.00%,,-1.80%
,16:00,USD,1,Gasoline Inventories,-0.294M,-2.113M,-3.658M
,16:30,USD,1,4-Week Bill Auction,5.29%,,5.28%
,16:30,USD,1,8-Week Bill Auction,5.28%,,5.27%
,18:00,USD,2,30-Year TIPS Auction,2.20%,,1.97%
,20:15,USD,2,FOMC Member Harker Speaks,,,
,21:30,USD,2,Fed's Balance Sheet,"7,582B",,"7,634B"
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.523T,,3.537T
,22:00,USD,1,Fed Governor Cook Speaks,,,
,22:00,USD,2,FOMC Member Kashkari Speaks,,,
"Friday, February 23, 2024",0:35,USD,2,Fed Waller Speaks,,,
,18:00,USD,2,U.S. Baker Hughes Oil Rig Count,503,,497
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,626,,621
,20:30,USD,1,CFTC Aluminium speculative net positions,4.0K,,3.9K
,20:30,USD,1,CFTC Copper speculative net positions,-15.9K,,-32.7K
,20:30,USD,1,CFTC Corn speculative net positions,-266.1K,,-245.9K
,20:30,USD,2,CFTC Crude Oil speculative net positions,191.9K,,171.0K
,20:30,USD,2,CFTC Gold speculative net positions,140.3K,,131.2K
,20:30,USD,2,CFTC Nasdaq 100 speculative net positions,25.6K,,32.1K
,20:30,USD,1,CFTC Natural Gas speculative net positions,-153.9K,,-136.6K
,20:30,USD,2,CFTC S&P 500 speculative net positions,-218.5K,,-215.8K
,20:30,USD,1,CFTC Silver speculative net positions,22.4K,,12.4K
,20:30,USD,1,CFTC Soybeans speculative net positions,-160.3K,,-161.8K
,20:30,USD,1,CFTC Wheat speculative net positions,-44.6K,,-29.0K
"Monday, February 26, 2024",13:30,USD,1,Building Permits (MoM),-0.30%,-1.50%,1.80%
,13:30,USD,2,Building Permits,1.489M,1.470M,1.493M
,15:00,USD,3,New Home Sales (Jan),661K,680K,651K
,15:00,USD,2,New Home Sales (MoM) (Jan),1.50%,3.00%,7.20%
,15:30,USD,1,Dallas Fed Mfg Business Index (Feb),-11.3,,-27.4
,16:30,USD,2,2-Year Note Auction,4.69%,,4.37%
,16:30,USD,1,6-Month Bill Auction,5.13%,,5.10%
,18:00,USD,1,3-Month Bill Auction,5.26%,,5.23%
,18:00,USD,2,5-Year Note Auction,4.32%,,4.06%
"Tuesday, February 27, 2024",13:30,USD,2,Core Durable Goods Orders (MoM) (Jan),-0.30%,0.20%,-0.10%
,13:30,USD,3,Durable Goods Orders (MoM) (Jan),-6.10%,-4.90%,-0.30%
,13:30,USD,1,Durables Excluding Defense (MoM) (Jan),-7.30%,,0.10%
,13:30,USD,1,Goods Orders Non Defense Ex Air (MoM) (Jan),0.10%,0.10%,-0.60%
,13:55,USD,1,Redbook (YoY),2.70%,,3.00%
,14:00,USD,1,House Price Index (MoM) (Dec),0.10%,0.30%,0.40%
,14:00,USD,1,House Price Index (YoY) (Dec),6.60%,,6.70%
,14:00,USD,1,House Price Index (Dec),417.8,,417.4
,14:00,USD,1,S&P/CS HPI Composite - 20 s.a. (MoM) (Dec),0.20%,0.20%,0.20%
,14:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Dec),6.10%,6.00%,5.40%
,14:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Dec),-0.30%,,-0.20%
,14:05,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,15:00,USD,3,CB Consumer Confidence (Feb),106.7,114.8,110.9
,15:00,USD,1,Richmond Manufacturing Index (Feb),-5,-9,-15
,15:00,USD,1,Richmond Manufacturing Shipments (Feb),-15,-4,-15
,15:00,USD,1,Richmond Services Index (Feb),-16,,4
,15:30,USD,1,Dallas Fed Services Revenues (Feb),5.2,,-3.6
,15:30,USD,1,Texas Services Sector Outlook (Feb),-3.9,,-9.3
,16:30,USD,2,Atlanta Fed GDPNow (Q1),3.20%,2.90%,2.90%
,18:00,USD,2,7-Year Note Auction,4.33%,,4.11%
,18:00,USD,1,M2 Money Supply (MoM) (Jan),20.78T,,20.83T
,21:30,USD,2,API Weekly Crude Oil Stock,8.428M,,7.168M
"Wednesday, February 28, 2024",12:00,USD,1,MBA 30-Year Mortgage Rate,7.04%,,7.06%
,12:00,USD,1,MBA Mortgage Applications (WoW),-5.60%,,-10.60%
,12:00,USD,1,MBA Purchase Index,127.6,,133.6
,12:00,USD,1,Mortgage Market Index,171.5,,181.6
,12:00,USD,1,Mortgage Refinance Index,395.9,,427
,13:30,USD,2,Core PCE Prices (Q4),2.10%,2.00%,2.00%
,13:30,USD,3,GDP (QoQ) (Q4),3.20%,3.30%,4.90%
,13:30,USD,2,GDP Price Index (QoQ) (Q4),1.70%,1.50%,3.30%
,13:30,USD,1,GDP Sales (Q4),3.50%,3.20%,3.60%
,13:30,USD,2,Goods Trade Balance (Jan),-90.20B,-88.40B,-87.89B
,13:30,USD,1,PCE Prices (Q4),1.80%,1.70%,2.60%
,13:30,USD,1,Real Consumer Spending (Q4),3.00%,2.80%,3.10%
,13:30,USD,2,Retail Inventories Ex Auto (Jan),0.30%,,0.40%
,13:30,USD,1,Wholesale Inventories (MoM),-0.10%,0.10%,0.40%
,15:30,USD,3,Crude Oil Inventories,4.199M,3.100M,3.514M
,15:30,USD,1,EIA Refinery Crude Runs (WoW),0.100M,,0.031M
,15:30,USD,1,Crude Oil Imports,-0.032M,,-0.434M
,15:30,USD,2,Cushing Crude Oil Inventories,1.458M,,0.741M
,15:30,USD,1,Distillate Fuel Production,0.118M,,0.095M
,15:30,USD,1,EIA Weekly Distillates Stocks,-0.510M,-2.140M,-4.009M
,15:30,USD,1,Gasoline Production,0.390M,,-0.146M
,15:30,USD,1,Heating Oil Stockpiles,-0.137M,,-0.351M
,15:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),0.90%,,
,15:30,USD,1,Gasoline Inventories,-2.832M,-1.460M,-0.294M
,17:00,USD,2,FOMC Member Bostic Speaks,,,
,17:15,USD,1,Fed Collins Speaks,,,
,17:45,USD,2,FOMC Member Williams Speaks,,,
"Thursday, February 29, 2024",13:30,USD,2,Continuing Jobless Claims,"1,905K","1,874K","1,860K"
,13:30,USD,3,Core PCE Price Index (MoM) (Jan),0.40%,0.40%,0.10%
,13:30,USD,3,Core PCE Price Index (YoY) (Jan),2.80%,2.80%,2.90%
,13:30,USD,3,Initial Jobless Claims,215K,209K,202K
,13:30,USD,1,Jobless Claims 4-Week Avg.,212.50K,,215.50K
,13:30,USD,2,PCE price index (MoM) (Jan),0.30%,0.30%,0.10%
,13:30,USD,2,PCE Price index (YoY) (Jan),2.40%,2.40%,2.60%
,13:30,USD,1,Personal Income (MoM) (Jan),1.00%,0.40%,0.30%
,13:30,USD,2,Personal Spending (MoM) (Jan),0.20%,0.20%,0.70%
,13:30,USD,1,Real Personal Consumption (MoM) (Jan),-0.10%,,0.60%
,14:00,USD,1,Dallas Fed PCE (Jan),5.00%,,1.80%
,14:45,USD,3,Chicago PMI (Feb),44,48.1,46
,15:00,USD,2,Pending Home Sales (MoM) (Jan),-4.90%,1.40%,5.70%
,15:00,USD,1,Pending Home Sales Index (Jan),74.3,,78.1
