Date,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
"Wednesday, November 8, 2023",10:15,USD,1,Fed Governor Cook Speaks,,,
,12:00,USD,1,MBA 30-Year Mortgage Rate,7.61%,,7.86%
,12:00,USD,1,MBA Mortgage Applications (WoW),2.50%,,-2.10%
,12:00,USD,1,MBA Purchase Index,129,,125.2
,12:00,USD,1,Mortgage Market Index,165.9,,161.8
,12:00,USD,1,Mortgage Refinance Index,347.3,,341.7
,14:15,USD,3,Fed Chair Powell Speaks,,,
,15:00,USD,1,Thomson Reuters IPSOS PCSI (Nov),52.15,,52.02
,15:00,USD,1,Wholesale Inventories (MoM) (Sep),0.20%,0.00%,-0.10%
,15:00,USD,1,Wholesale Trade Sales (MoM) (Sep),2.20%,,2.00%
,16:30,USD,2,Atlanta Fed GDPNow (Q4),2.10%,2.10%,2.10%
,18:00,USD,3,10-Year Note Auction,4.52%,,4.61%
,18:40,USD,2,FOMC Member Williams Speaks,,,
,19:00,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,21:45,USD,1,Fed Governor Jefferson Speaks,,,
"Thursday, November 9, 2023",13:30,USD,2,Continuing Jobless Claims,"1,834K","1,820K","1,812K"
,13:30,USD,3,Initial Jobless Claims,217K,215K,220K
,13:30,USD,1,Jobless Claims 4-Week Avg.,212.25K,,210.75K
,14:30,USD,2,FOMC Member Bostic Speaks,,,
,16:00,USD,1,FOMC Member Barkin Speaks,,,
,16:30,USD,1,4-Week Bill Auction,5.29%,,5.29%
,16:30,USD,1,8-Week Bill Auction,5.29%,,5.30%
,17:00,USD,2,WASDE Report,,,
,18:00,USD,3,30-Year Bond Auction,4.77%,,4.84%
,19:00,USD,3,Fed Chair Powell Speaks,,,
,21:30,USD,2,Fed's Balance Sheet,"7,861B",,"7,867B"
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.360T,,3.315T
"Friday, November 10, 2023",12:30,USD,1,Fed Logan Speaks,,,
,14:00,USD,2,FOMC Member Bostic Speaks,,,
,15:00,USD,2,Michigan 1-Year Inflation Expectations (Nov),4.40%,4.00%,4.20%
,15:00,USD,2,Michigan 5-Year Inflation Expectations (Nov),3.20%,3.00%,3.00%
,15:00,USD,2,Michigan Consumer Expectations (Nov),56.9,59.5,59.3
,15:00,USD,2,Michigan Consumer Sentiment (Nov),60.4,63.7,63.8
,15:00,USD,1,Michigan Current Conditions (Nov),65.7,69.5,70.6
,18:00,USD,2,U.S. Baker Hughes Oil Rig Count,494,,496
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,616,,618
"Saturday, November 11, 2023",20:30,USD,2,FOMC Member Bostic Speaks,,,
"Monday, November 13, 2023",11:40,USD,1,IBD/TIPP Economic Optimism,44.5,40.2,36.3
,12:00,USD,2,OPEC Monthly Report,,,
,13:50,USD,1,Fed Governor Cook Speaks,,,
,16:00,USD,2,NY Fed 1-Year Consumer Inflation Expectations,3.60%,,3.70%
,16:30,USD,1,3-Month Bill Auction,5.29%,,5.29%
,16:30,USD,1,6-Month Bill Auction,5.27%,,5.26%
,19:00,USD,2,Federal Budget Balance (Oct),-67.0B,-65.0B,-171.0B
,20:30,USD,1,CFTC Aluminium speculative net positions,6.1K,,7.1K
,20:30,USD,1,CFTC Copper speculative net positions,-10.3K,,-17.2K
,20:30,USD,1,CFTC Corn speculative net positions,-106.0K,,-87.7K
,20:30,USD,2,CFTC Crude Oil speculative net positions,236.0K,,262.3K
,20:30,USD,2,CFTC Gold speculative net positions,166.2K,,163.4K
,20:30,USD,2,CFTC Nasdaq 100 speculative net positions,16.3K,,6.7K
,20:30,USD,1,CFTC Natural Gas speculative net positions,-70.0K,,-54.7K
,20:30,USD,2,CFTC S&P 500 speculative net positions,-53.4K,,4.3K
,20:30,USD,1,CFTC Silver speculative net positions,18.3K,,20.2K
,20:30,USD,1,CFTC Soybeans speculative net positions,63.6K,,16.3K
,20:30,USD,1,CFTC Wheat speculative net positions,-59.6K,,-69.6K
"Tuesday, November 14, 2023",8:00,USD,2,FOMC Member Williams Speaks,,,
,9:00,USD,2,IEA Monthly Report,,,
,10:30,USD,1,Fed Governor Jefferson Speaks,,,
,11:00,USD,1,NFIB Small Business Optimism (Oct),90.7,90.5,90.8
,13:30,USD,3,Core CPI (MoM) (Oct),0.20%,0.30%,0.30%
,13:30,USD,2,Core CPI (YoY) (Oct),4.00%,4.10%,4.10%
,13:30,USD,1,Core CPI Index (Oct),311.37,311.67,310.66
,13:30,USD,3,CPI (YoY) (Oct),3.20%,3.30%,3.70%
,13:30,USD,3,CPI (MoM) (Oct),0.00%,0.10%,0.40%
,13:30,USD,1,"CPI Index, n.s.a. (Oct)",307.67,307.86,307.79
,13:30,USD,1,"CPI Index, s.a (Oct)",307.62,,307.48
,13:30,USD,1,"CPI, n.s.a (MoM) (Oct)",-0.04%,,0.25%
,13:30,USD,1,Real Earnings (MoM) (Oct),-0.10%,,-0.10%
,13:55,USD,1,Redbook (YoY),3.00%,,3.10%
,15:00,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,16:00,USD,1,Cleveland CPI (MoM) (Oct),0.30%,,0.50%
,16:00,USD,2,FOMC Member Mester Speaks,,,
,17:45,USD,1,Fed Goolsbee Speaks,,,
,21:30,USD,2,API Weekly Crude Oil Stock,1.335M,1.400M,11.900M
"Wednesday, November 15, 2023",12:00,USD,1,MBA 30-Year Mortgage Rate,7.61%,,7.61%
,12:00,USD,1,MBA Mortgage Applications (WoW),2.80%,,2.50%
,12:00,USD,1,MBA Purchase Index,133.2,,129
,12:00,USD,1,Mortgage Market Index,170.5,,165.9
,12:00,USD,1,Mortgage Refinance Index,354.3,,347.3
,13:30,USD,1,PPI ex. Food/Energy/Transport (MoM) (Oct),0.10%,,0.30%
,13:30,USD,1,PPI ex. Food/Energy/Transport (YoY) (Oct),2.90%,,3.00%
,13:30,USD,2,Core PPI (MoM) (Oct),0.00%,0.30%,0.20%
,13:30,USD,1,Core PPI (YoY) (Oct),2.40%,2.70%,2.70%
,13:30,USD,3,Core Retail Sales (MoM) (Oct),0.10%,-0.20%,0.80%
,13:30,USD,2,NY Empire State Manufacturing Index (Nov),9.1,-2.8,-4.6
,13:30,USD,1,PPI (YoY) (Oct),1.30%,1.90%,2.20%
,13:30,USD,3,PPI (MoM) (Oct),-0.50%,0.10%,0.40%
,13:30,USD,2,Retail Control (MoM) (Oct),0.20%,,0.70%
,13:30,USD,3,Retail Sales (MoM) (Oct),-0.10%,-0.30%,0.90%
,13:30,USD,1,Retail Sales (YoY) (Oct),2.48%,,4.05%
,13:30,USD,1,Retail Sales Ex Gas/Autos (MoM) (Oct),0.10%,0.00%,0.80%
,14:30,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,15:00,USD,2,Business Inventories (MoM) (Sep),0.40%,0.40%,0.40%
,15:00,USD,2,Retail Inventories Ex Auto (Sep),0.40%,0.30%,0.50%
,15:29,USD,3,Crude Oil Inventories,13.869M,,0.774M
,15:29,USD,1,EIA Refinery Crude Runs (WoW),-0.016M,,0.062M
,15:29,USD,1,Crude Oil Imports,0.341M,,0.348M
,15:29,USD,2,Cushing Crude Oil Inventories,1.587M,,0.272M
,15:29,USD,1,Distillate Fuel Production,0.120M,,-0.153M
,15:29,USD,1,EIA Weekly Distillates Stocks,-3.294M,,-0.792M
,15:29,USD,1,Gasoline Production,0.734M,,-0.330M
,15:29,USD,1,Heating Oil Stockpiles,-0.432M,,0.304M
,15:29,USD,1,Gasoline Inventories,-6.300M,,0.065M
,15:30,USD,3,Crude Oil Inventories,3.600M,1.793M,13.869M
,15:30,USD,1,EIA Refinery Crude Runs (WoW),0.164M,,-0.016M
,15:30,USD,1,Crude Oil Imports,-0.385M,,0.341M
,15:30,USD,2,Cushing Crude Oil Inventories,1.900M,,1.587M
,15:30,USD,1,Distillate Fuel Production,0.053M,,0.120M
,15:30,USD,1,EIA Weekly Distillates Stocks,-1.400M,-1.242M,-3.294M
,15:30,USD,1,Gasoline Production,-0.813M,,0.734M
,15:30,USD,1,Heating Oil Stockpiles,-0.100M,,-0.432M
,15:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),0.90%,,-0.20%
,15:30,USD,1,Gasoline Inventories,-1.500M,0.622M,-6.300M
,17:00,USD,2,Atlanta Fed GDPNow (Q4),2.20%,2.10%,2.10%
,20:30,USD,1,FOMC Member Barkin Speaks,,,
"Thursday, November 16, 2023",11:00,USD,1,Fed Governor Cook Speaks,,,
,12:10,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,12:30,USD,1,Import Price Index ex Petroleum (MoM),-0.20%,,-0.20%
,13:30,USD,2,Continuing Jobless Claims,"1,865K","1,847K","1,833K"
,13:30,USD,1,Export Price Index (YoY),-4.90%,,-4.30%
,13:30,USD,2,Export Price Index (MoM) (Oct),-1.10%,-0.50%,0.50%
,13:30,USD,1,Import Price Index (YoY),-2.00%,,-1.50%
,13:30,USD,2,Import Price Index (MoM) (Oct),-0.80%,-0.30%,0.40%
,13:30,USD,3,Initial Jobless Claims,231K,220K,218K
,13:30,USD,1,Jobless Claims 4-Week Avg.,220.25K,,212.50K
,13:30,USD,3,Philadelphia Fed Manufacturing Index (Nov),-5.9,-9,-9
,13:30,USD,1,Philly Fed Business Conditions (Nov),-2.1,,9.2
,13:30,USD,1,Philly Fed CAPEX Index (Nov),-1.3,,-4.8
,13:30,USD,2,Philly Fed Employment (Nov),0.8,,4
,13:30,USD,1,Philly Fed New Orders (Nov),1.3,,4.4
,13:30,USD,1,Philly Fed Prices Paid (Nov),14.8,,23.1
,14:15,USD,1,Capacity Utilization Rate (Oct),78.90%,79.40%,79.50%
,14:15,USD,2,Industrial Production (MoM) (Oct),-0.60%,-0.30%,0.10%
,14:15,USD,2,Industrial Production (YoY) (Oct),-0.68%,,-0.16%
,14:15,USD,1,Manufacturing Production (MoM) (Oct),-0.70%,-0.30%,0.20%
,14:25,USD,2,FOMC Member Williams Speaks,,,
,15:00,USD,2,Fed Governor Kroszner Speaks,,,
,15:00,USD,1,NAHB Housing Market Index (Nov),34,40,40
,15:29,USD,1,Natural Gas Storage,-6B,,79B
,15:30,USD,2,Fed Waller Speaks,,,
,15:30,USD,1,Natural Gas Storage,60B,40B,-6B
,15:35,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,16:00,USD,1,KC Fed Composite Index (Nov),-2,,-8
,16:00,USD,1,KC Fed Manufacturing Index (Nov),-3,,-8
,16:30,USD,1,4-Week Bill Auction,5.29%,,5.29%
,16:30,USD,1,8-Week Bill Auction,5.28%,,5.29%
,17:00,USD,1,Fed Governor Cook Speaks,,,
,17:00,USD,2,FOMC Member Mester Speaks,,,
,21:00,USD,1,"US Foreign Buying, T-bonds (Sep)",-17.50B,,21.70B
,21:00,USD,1,Overall Net Capital Flow (Sep),-67.40B,,131.00B
,21:00,USD,2,TIC Net Long-Term Transactions (Sep),-1.7B,89.4B,62.2B
,21:00,USD,1,TIC Net Long-Term Transactions including Swaps (Sep),-1.70B,,62.20B
,21:30,USD,2,Fed's Balance Sheet,"7,815B",,"7,861B"
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.483T,,3.360T
"Friday, November 17, 2023",13:30,USD,2,Building Permits (Oct),1.487M,1.450M,1.471M
,13:30,USD,1,Building Permits (MoM) (Oct),1.10%,,-4.50%
,13:30,USD,2,Housing Starts (MoM) (Oct),1.90%,,3.10%
,13:30,USD,2,Housing Starts (Oct),1.372M,1.345M,1.346M
,13:45,USD,1,Fed Collins Speaks,,,
,13:45,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,14:45,USD,1,Fed Goolsbee Speaks,,,
,15:00,USD,2,FOMC Member Daly Speaks,,,
,15:15,USD,1,Fed Collins Speaks,,,
,16:30,USD,2,Atlanta Fed GDPNow (Q4),2.00%,2.20%,2.20%
,18:00,USD,2,U.S. Baker Hughes Oil Rig Count,500,,494
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,618,,616
,20:30,USD,1,CFTC Aluminium speculative net positions,6.2K,,6.1K
,20:30,USD,1,CFTC Copper speculative net positions,-16.6K,,-10.3K
,20:30,USD,1,CFTC Corn speculative net positions,-109.2K,,-106.0K
,20:30,USD,2,CFTC Crude Oil speculative net positions,215.7K,,236.0K
,20:30,USD,2,CFTC Gold speculative net positions,155.4K,,166.2K
,20:30,USD,2,CFTC Nasdaq 100 speculative net positions,0.3K,,16.3K
,20:30,USD,1,CFTC Natural Gas speculative net positions,-102.6K,,-70.0K
,20:30,USD,2,CFTC S&P 500 speculative net positions,-52.8K,,-53.4K
,20:30,USD,1,CFTC Silver speculative net positions,22.4K,,18.3K
,20:30,USD,1,CFTC Soybeans speculative net positions,86.7K,,63.6K
,20:30,USD,1,CFTC Wheat speculative net positions,-59.0K,,-59.6K
"Monday, November 20, 2023",15:00,USD,2,US Leading Index (MoM) (Oct),-0.80%,-0.70%,-0.70%
,16:30,USD,1,3-Month Bill Auction,5.27%,,5.29%
,16:30,USD,1,6-Month Bill Auction,5.23%,,5.27%
,18:00,USD,2,20-Year Bond Auction,4.78%,,5.25%
"Tuesday, November 21, 2023",13:30,USD,1,Chicago Fed National Activity (Oct),-0.49,,-0.02
,13:55,USD,1,Redbook (YoY),3.40%,,3.00%
,15:00,USD,2,Existing Home Sales (MoM) (Oct),-4.10%,,-2.20%
,15:00,USD,3,Existing Home Sales (Oct),3.79M,3.90M,3.95M
,18:00,USD,2,10-Year TIPS Auction,2.18%,,2.09%
,19:00,USD,3,FOMC Meeting Minutes,,,
,21:30,USD,2,API Weekly Crude Oil Stock,9.047M,1.467M,1.335M
"Wednesday, November 22, 2023",12:00,USD,1,MBA 30-Year Mortgage Rate,7.41%,,7.61%
,12:00,USD,1,MBA Mortgage Applications (WoW),3.00%,,2.80%
,12:00,USD,1,MBA Purchase Index,138.4,,133.2
,12:00,USD,1,Mortgage Market Index,175.6,,170.5
,12:00,USD,1,Mortgage Refinance Index,359.9,,354.3
,13:30,USD,2,Continuing Jobless Claims,"1,840K",,"1,862K"
,13:30,USD,2,Core Durable Goods Orders (MoM) (Oct),0.00%,0.10%,0.20%
,13:30,USD,3,Durable Goods Orders (MoM) (Oct),-5.40%,-3.10%,4.00%
,13:30,USD,1,Durables Excluding Defense (MoM) (Oct),-6.70%,,5.00%
,13:30,USD,1,Goods Orders Non Defense Ex Air (MoM) (Oct),-0.10%,0.10%,-0.20%
,13:30,USD,3,Initial Jobless Claims,209K,225K,233K
,13:30,USD,1,Jobless Claims 4-Week Avg.,220.00K,,220.75K
,15:00,USD,2,Michigan 1-Year Inflation Expectations (Nov),4.50%,4.40%,4.40%
,15:00,USD,2,Michigan 5-Year Inflation Expectations (Nov),3.20%,3.20%,3.20%
,15:00,USD,2,Michigan Consumer Expectations (Nov),56.8,56.9,56.9
,15:00,USD,2,Michigan Consumer Sentiment (Nov),61.3,60.4,63.8
,15:00,USD,1,Michigan Current Conditions (Nov),68.3,65.7,65.7
,15:30,USD,3,Crude Oil Inventories,8.701M,1.160M,3.592M
,15:30,USD,1,EIA Refinery Crude Runs (WoW),0.105M,,0.164M
,15:30,USD,1,Crude Oil Imports,0.259M,,-0.385M
,15:30,USD,2,Cushing Crude Oil Inventories,0.858M,,1.925M
,15:30,USD,1,Distillate Fuel Production,0.185M,,0.053M
,15:30,USD,1,EIA Weekly Distillates Stocks,-1.018M,-0.761M,-1.422M
,15:30,USD,1,Gasoline Production,-0.043M,,-0.813M
,15:30,USD,1,Heating Oil Stockpiles,-0.179M,,-0.148M
,15:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),0.90%,,0.90%
,15:30,USD,1,Gasoline Inventories,0.749M,-0.150M,-1.540M
,16:30,USD,1,4-Week Bill Auction,5.30%,,5.29%
,16:30,USD,1,8-Week Bill Auction,5.28%,,5.28%
,16:30,USD,2,Atlanta Fed GDPNow (Q4),2.10%,2.00%,2.00%
,17:00,USD,1,Natural Gas Storage,-7B,7B,60B
,18:00,USD,2,U.S. Baker Hughes Oil Rig Count,500,,500
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,622,,618
"Friday, November 24, 2023",14:45,USD,3,S&P Global US Manufacturing PMI (Nov),49.4,49.8,50
,14:45,USD,2,S&P Global Composite PMI (Nov),50.7,,50.7
,14:45,USD,3,S&P Global Services PMI (Nov),50.8,50.4,50.6
,21:30,USD,2,Fed's Balance Sheet,"7,811B",,"7,815B"
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.455T,,3.483T
"Monday, November 27, 2023",12:50,USD,2,Building Permits (Oct),1.498M,1.487M,1.471M
,12:50,USD,1,Building Permits (MoM) (Oct),1.80%,1.10%,-4.50%
,15:00,USD,2,New Home Sales (MoM) (Oct),-5.60%,-4.50%,8.60%
,15:00,USD,3,New Home Sales (Oct),679K,721K,719K
,15:30,USD,1,Dallas Fed Mfg Business Index (Nov),-19.9,,-19.2
,16:30,USD,2,2-Year Note Auction,4.89%,,5.06%
,16:30,USD,1,6-Month Bill Auction,5.24%,,5.23%
,18:00,USD,1,3-Month Bill Auction,5.28%,,5.27%
,18:00,USD,2,5-Year Note Auction,4.42%,,4.90%
,20:30,USD,1,CFTC Aluminium speculative net positions,6.3K,,6.2K
,20:30,USD,1,CFTC Copper speculative net positions,-3.5K,,-16.6K
,20:30,USD,1,CFTC Corn speculative net positions,-124.0K,,-109.2K
,20:30,USD,2,CFTC Crude Oil speculative net positions,207.3K,,215.7K
,20:30,USD,2,CFTC Gold speculative net positions,171.7K,,155.4K
,20:30,USD,2,CFTC Nasdaq 100 speculative net positions,5.0K,,0.3K
,20:30,USD,1,CFTC Natural Gas speculative net positions,-120.3K,,-102.6K
,20:30,USD,2,CFTC S&P 500 speculative net positions,-80.1K,,-52.8K
,20:30,USD,1,CFTC Silver speculative net positions,27.5K,,22.4K
,20:30,USD,1,CFTC Soybeans speculative net positions,73.8K,,86.7K
,20:30,USD,1,CFTC Wheat speculative net positions,-77.5K,,-59.0K
"Tuesday, November 28, 2023",13:55,USD,1,Redbook (YoY),6.30%,,3.40%
,14:00,USD,1,House Price Index (MoM) (Sep),0.60%,0.40%,0.70%
,14:00,USD,1,House Price Index (YoY) (Sep),6.10%,,5.80%
,14:00,USD,1,House Price Index (Sep),414.8,,412.2
,14:00,USD,1,S&P/CS HPI Composite - 20 s.a. (MoM) (Sep),0.70%,,0.80%
,14:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Sep),0.20%,,0.30%
,14:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Sep),3.90%,4.00%,2.10%
,15:00,USD,3,CB Consumer Confidence (Nov),102,101,99.1
,15:00,USD,1,Fed Goolsbee Speaks,,,
,15:00,USD,1,Richmond Manufacturing Index (Nov),-5,1,3
,15:00,USD,1,Richmond Manufacturing Shipments (Nov),-8,,9
,15:00,USD,1,Richmond Services Index (Nov),1,,-11
,15:05,USD,2,Fed Waller Speaks,,,
,15:30,USD,1,Dallas Fed Services Revenues (Nov),-2.4,,0.7
,15:30,USD,1,Texas Services Sector Outlook (Nov),-11.6,,-18.2
,15:45,USD,2,FOMC Member Bowman Speaks,,,
,16:30,USD,1,52-Week Bill Auction,4.94%,,5.14%
,18:00,USD,2,7-Year Note Auction,4.40%,,4.91%
,18:00,USD,1,M2 Money Supply (MoM) (Oct),20.73T,,20.76T
,18:05,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,20:30,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,21:30,USD,2,API Weekly Crude Oil Stock,-0.817M,-2.000M,9.047M
"Wednesday, November 29, 2023",12:00,USD,1,MBA 30-Year Mortgage Rate,7.37%,,7.41%
,12:00,USD,1,MBA Mortgage Applications (WoW),0.30%,,3.00%
,12:00,USD,1,MBA Purchase Index,144.9,,138.4
,12:00,USD,1,Mortgage Market Index,176.1,,175.6
,12:00,USD,1,Mortgage Refinance Index,327.8,,359.9
,13:30,USD,2,Core PCE Prices (Q3),2.30%,2.40%,3.70%
,13:30,USD,1,Corporate Profits (QoQ) (Q3),4.10%,,0.50%
,13:30,USD,3,GDP (QoQ) (Q3),5.20%,4.90%,2.10%
,13:30,USD,2,GDP Price Index (QoQ) (Q3),3.50%,3.50%,1.70%
,13:30,USD,1,GDP Sales (Q3),3.70%,3.50%,2.10%
,13:30,USD,2,Goods Trade Balance (Oct),-89.84B,-86.70B,-86.84B
,13:30,USD,1,PCE Prices (Q3),2.80%,2.90%,2.50%
,13:30,USD,1,Real Consumer Spending (Q3),3.60%,4.00%,0.80%
,13:30,USD,2,Retail Inventories Ex Auto (Oct),-0.90%,,-0.40%
