Date,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
,14:30,USD,1,EIA Refinery Crude Runs (WoW),-0.035M,,0.147M
,14:30,USD,1,Crude Oil Imports,0.075M,,1.124M
,14:30,USD,2,Cushing Crude Oil Inventories,-0.377M,,2.107M
,14:30,USD,1,Distillate Fuel Production,-0.208M,,0.124M
,14:30,USD,1,EIA Weekly Distillates Stocks,-1.268M,-0.604M,-1.185M
,14:30,USD,1,Gasoline Production,0.767M,,-0.435M
,14:30,USD,1,Heating Oil Stockpiles,-0.613M,,-0.609M
,14:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),-0.10%,,0.90%
,14:30,USD,1,Gasoline Inventories,-4.256M,-0.820M,1.299M
,16:00,USD,1,Fed Goolsbee Speaks,,,
,16:10,USD,3,Fed Chair Powell Speaks,,,
,17:10,USD,3,Fed Vice Chair for Supervision Barr Speaks,,,
"Thursday, April 4, 2024",11:30,USD,1,Challenger Job Cuts (YoY),0.70%,,8.80%
,11:30,USD,1,Challenger Job Cuts (Mar),90.309K,,84.638K
,12:30,USD,2,Continuing Jobless Claims,"1,791K",,"1,810K"
,12:30,USD,2,Exports,263.00B,,257.20B
,12:30,USD,2,Imports,331.90B,,324.80B
,12:30,USD,3,Initial Jobless Claims,221K,213K,212K
,12:30,USD,1,Jobless Claims 4-Week Avg.,214.25K,,211.50K
,12:30,USD,2,Trade Balance (Feb),-68.90B,-66.90B,-67.60B
,14:30,USD,1,Natural Gas Storage,-37B,-42B,-36B
,15:30,USD,1,4-Week Bill Auction,5.27%,,5.29%
,15:30,USD,1,8-Week Bill Auction,5.26%,,5.28%
,16:15,USD,1,FOMC Member Barkin Speaks,,,
,16:30,USD,2,Atlanta Fed GDPNow (Q1),2.50%,2.80%,2.80%
,16:45,USD,1,Fed Goolsbee Speaks,,,
,18:00,USD,2,FOMC Member Mester Speaks,,,
,20:30,USD,2,Fed's Balance Sheet,"7,440B",,"7,485B"
,20:30,USD,1,Reserve Balances with Federal Reserve Banks,3.541T,,3.472T
"Friday, April 5, 2024",12:30,USD,2,Average Hourly Earnings (YoY) (YoY) (Mar),4.10%,4.10%,4.30%
,12:30,USD,3,Average Hourly Earnings (MoM) (Mar),0.30%,0.30%,0.20%
,12:30,USD,1,Average Weekly Hours (Mar),34.4,34.3,34.3
,12:30,USD,1,Fed Collins Speaks,,,
,12:30,USD,1,Government Payrolls (Mar),71.0K,,63.0K
,12:30,USD,1,Manufacturing Payrolls (Mar),0K,5K,-10K
,12:30,USD,3,Nonfarm Payrolls (Mar),303K,212K,270K
,12:30,USD,2,Participation Rate (Mar),62.70%,62.60%,62.50%
,12:30,USD,2,Private Nonfarm Payrolls (Mar),232K,160K,207K
,12:30,USD,2,U6 Unemployment Rate (Mar),7.30%,,7.30%
,12:30,USD,3,Unemployment Rate (Mar),3.80%,3.90%,3.90%
,13:15,USD,1,FOMC Member Barkin Speaks,,,
,16:15,USD,2,FOMC Member Bowman Speaks,,,
,17:00,USD,2,U.S. Baker Hughes Oil Rig Count,508,,506
,17:00,USD,2,U.S. Baker Hughes Total Rig Count,620,,621
,19:00,USD,2,Consumer Credit (Feb),14.12B,16.20B,17.68B
,19:30,USD,1,CFTC Aluminium speculative net positions,2.6K,,3.3K
,19:30,USD,1,CFTC Copper speculative net positions,20.3K,,23.1K
,19:30,USD,1,CFTC Corn speculative net positions,-181.3K,,-178.0K
,19:30,USD,2,CFTC Crude Oil speculative net positions,300.9K,,278.0K
,19:30,USD,2,CFTC Gold speculative net positions,207.2K,,199.3K
,19:30,USD,2,CFTC Nasdaq 100 speculative net positions,-5.2K,,-7.1K
,19:30,USD,1,CFTC Natural Gas speculative net positions,-118.7K,,-117.3K
,19:30,USD,2,CFTC S&P 500 speculative net positions,-78.1K,,-169.4K
,19:30,USD,1,CFTC Silver speculative net positions,53.1K,,50.8K
,19:30,USD,1,CFTC Soybeans speculative net positions,-158.0K,,-153.7K
,19:30,USD,1,CFTC Wheat speculative net positions,-60.3K,,-61.7K
"Monday, April 8, 2024",14:00,USD,1,CB Employment Trends Index (Mar),112.84,,111.85
,15:00,USD,2,NY Fed 1-Year Consumer Inflation Expectations,3.00%,,3.00%
,15:30,USD,1,3-Month Bill Auction,5.23%,,5.23%
,15:30,USD,1,6-Month Bill Auction,5.12%,,5.13%
,17:00,USD,1,Fed Goolsbee Speaks,,,
,23:00,USD,2,FOMC Member Kashkari Speaks,,,
"Tuesday, April 9, 2024",10:00,USD,1,NFIB Small Business Optimism (Mar),88.5,88.8,89.4
,12:55,USD,1,Redbook (YoY),5.40%,,5.20%
,14:00,USD,1,IBD/TIPP Economic Optimism,43.2,44.2,43.5
,16:00,USD,2,EIA Short-Term Energy Outlook,,,
,17:00,USD,2,3-Year Note Auction,4.55%,,4.26%
,20:30,USD,2,API Weekly Crude Oil Stock,3.034M,2.415M,-2.286M
"Wednesday, April 10, 2024",11:00,USD,1,MBA 30-Year Mortgage Rate,7.01%,,6.91%
,11:00,USD,1,MBA Mortgage Applications (WoW),0.10%,,-0.60%
,11:00,USD,1,MBA Purchase Index,138.7,,145.6
,11:00,USD,1,Mortgage Market Index,195.7,,195.6
,11:00,USD,1,Mortgage Refinance Index,498.3,,453.5
,12:30,USD,3,Core CPI (MoM) (Mar),0.40%,0.30%,0.40%
,12:30,USD,2,Core CPI (YoY) (Mar),3.80%,3.70%,3.80%
,12:30,USD,1,Core CPI Index (Mar),316.7,316.57,315.57
,12:30,USD,3,CPI (YoY) (Mar),3.50%,3.40%,3.20%
,12:30,USD,3,CPI (MoM) (Mar),0.40%,0.30%,0.40%
,12:30,USD,1,"CPI Index, n.s.a. (Mar)",312.33,312.1,310.33
,12:30,USD,1,"CPI Index, s.a (Mar)",312.23,,311.05
,12:30,USD,1,"CPI, n.s.a (MoM) (Mar)",0.65%,,0.62%
,12:30,USD,1,Real Earnings (MoM) (Mar),0.30%,,0.00%
,12:45,USD,2,FOMC Member Bowman Speaks,,,
,14:00,USD,1,Wholesale Inventories (MoM) (Feb),0.50%,0.50%,-0.30%
,14:00,USD,1,Wholesale Trade Sales (MoM) (Feb),2.30%,0.80%,-1.40%
,14:30,USD,3,Crude Oil Inventories,5.841M,0.900M,3.210M
,14:30,USD,1,EIA Refinery Crude Runs (WoW),-0.115M,,-0.035M
,14:30,USD,1,Crude Oil Imports,1.130M,,0.075M
,14:30,USD,2,Cushing Crude Oil Inventories,-0.170M,,-0.377M
,14:30,USD,1,Distillate Fuel Production,0.033M,,-0.208M
,14:30,USD,1,EIA Weekly Distillates Stocks,1.659M,-1.153M,-1.268M
,14:30,USD,1,Gasoline Production,-0.538M,,0.767M
,14:30,USD,1,Heating Oil Stockpiles,0.478M,,-0.613M
,14:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),-0.30%,,-0.10%
,14:30,USD,1,Gasoline Inventories,0.715M,-1.320M,-4.256M
,15:00,USD,1,Cleveland CPI (MoM) (Mar),0.40%,,0.40%
,15:00,USD,1,Thomson Reuters IPSOS PCSI (Apr),53.44,,53.15
,16:45,USD,1,Fed Goolsbee Speaks,,,
,16:45,USD,1,FOMC Member Barkin Speaks,,,
,17:00,USD,3,10-Year Note Auction,4.56%,,4.17%
,18:00,USD,2,Atlanta Fed GDPNow (Q1),2.40%,2.50%,2.50%
,18:00,USD,2,Federal Budget Balance (Mar),-236.0B,-209.4B,-296.0B
,18:00,USD,3,FOMC Meeting Minutes,,,
"Thursday, April 11, 2024",11:00,USD,2,OPEC Monthly Report,,,
,12:30,USD,1,PPI ex. Food/Energy/Transport (MoM) (Mar),0.20%,0.20%,0.30%
,12:30,USD,1,PPI ex. Food/Energy/Transport (YoY) (Mar),2.80%,,2.70%
,12:30,USD,2,Continuing Jobless Claims,"1,817K","1,800K","1,789K"
,12:30,USD,2,Core PPI (MoM) (Mar),0.20%,0.20%,0.30%
,12:30,USD,1,Core PPI (YoY) (Mar),2.40%,2.30%,2.10%
,12:30,USD,3,Initial Jobless Claims,211K,216K,222K
,12:30,USD,1,Jobless Claims 4-Week Avg.,214.25K,,214.50K
,12:30,USD,1,PPI (YoY) (Mar),2.10%,2.20%,1.60%
,12:30,USD,3,PPI (MoM) (Mar),0.20%,0.30%,0.60%
,12:45,USD,2,FOMC Member Williams Speaks,,,
,14:00,USD,1,FOMC Member Barkin Speaks,,,
,14:30,USD,1,Natural Gas Storage,24B,14B,-37B
,15:30,USD,1,4-Week Bill Auction,5.27%,,5.27%
,15:30,USD,1,8-Week Bill Auction,5.27%,,5.26%
,16:00,USD,1,Fed Collins Speaks,,,
,16:00,USD,2,WASDE Report,,,
,17:00,USD,3,30-Year Bond Auction,4.67%,,4.33%
,17:30,USD,2,FOMC Member Bostic Speaks,,,
,20:30,USD,2,Fed's Balance Sheet,"7,438B",,"7,440B"
,20:30,USD,1,Reserve Balances with Federal Reserve Banks,3.616T,,3.541T
,8:00,USD,2,IEA Monthly Report,,,
,12:30,USD,1,Export Price Index (YoY) (Mar),-1.40%,-1.20%,-1.80%
,12:30,USD,2,Export Price Index (MoM) (Mar),0.30%,0.30%,0.70%
,12:30,USD,1,Import Price Index (YoY) (Mar),0.40%,0.30%,-0.80%
,12:30,USD,2,Import Price Index (MoM) (Mar),0.40%,0.30%,0.30%
,14:00,USD,2,Michigan 1-Year Inflation Expectations (Apr),3.10%,2.90%,2.90%
,14:00,USD,2,Michigan 5-Year Inflation Expectations (Apr),3.00%,2.80%,2.80%
,14:00,USD,2,Michigan Consumer Expectations (Apr),77,77.6,77.4
,14:00,USD,2,Michigan Consumer Sentiment (Apr),77.9,79,79.4
,14:00,USD,1,Michigan Current Conditions (Apr),79.3,82.2,82.5
,17:00,USD,2,U.S. Baker Hughes Oil Rig Count,506,,508
,17:00,USD,2,U.S. Baker Hughes Total Rig Count,617,,620
,18:30,USD,2,FOMC Member Bostic Speaks,,,
,19:30,USD,1,CFTC Aluminium speculative net positions,2.6K,,2.6K
,19:30,USD,1,CFTC Copper speculative net positions,42.7K,,20.3K
,19:30,USD,1,CFTC Corn speculative net positions,-190.2K,,-181.3K
,19:30,USD,2,CFTC Crude Oil speculative net positions,297.1K,,300.9K
,19:30,USD,2,CFTC Gold speculative net positions,202.4K,,207.2K
,19:30,USD,2,CFTC Nasdaq 100 speculative net positions,7.5K,,-5.2K
,19:30,USD,1,CFTC Natural Gas speculative net positions,-127.9K,,-118.7K
,19:30,USD,2,CFTC S&P 500 speculative net positions,-62.9K,,-78.1K
,19:30,USD,1,CFTC Silver speculative net positions,53.2K,,53.1K
,19:30,USD,1,CFTC Soybeans speculative net positions,-158.5K,,-158.0K
,19:30,USD,1,CFTC Wheat speculative net positions,-52.4K,,-60.3K
,19:30,USD,2,FOMC Member Daly Speaks,,,
"Monday, April 15, 2024",6:30,USD,1,Fed Logan Speaks,,,
,9:00,USD,1,IMF Meetings,,,
,12:30,USD,3,Core Retail Sales (MoM) (Mar),1.10%,0.50%,0.60%
,12:30,USD,2,FOMC Member Williams Speaks,,,
,12:30,USD,2,NY Empire State Manufacturing Index (Apr),-14.3,-5.2,-20.9
,12:30,USD,2,Retail Control (MoM) (Mar),1.10%,0.40%,0.30%
,12:30,USD,1,Retail Sales (YoY) (Mar),4.02%,,2.11%
,12:30,USD,3,Retail Sales (MoM) (Mar),0.70%,0.40%,0.90%
,12:30,USD,1,Retail Sales Ex Gas/Autos (MoM) (Mar),1.00%,0.30%,0.50%
,14:00,USD,2,Business Inventories (MoM) (Feb),0.40%,0.30%,0.00%
,14:00,USD,1,NAHB Housing Market Index (Apr),51,51,51
,14:00,USD,2,Retail Inventories Ex Auto (Feb),0.40%,0.40%,0.30%
,15:30,USD,1,3-Month Bill Auction,5.25%,,5.23%
,15:30,USD,1,6-Month Bill Auction,5.16%,,5.12%
,17:00,USD,2,Atlanta Fed GDPNow (Q1),2.80%,2.40%,2.40%
"Tuesday, April 16, 2024",0:00,USD,2,FOMC Member Daly Speaks,,,
,9:00,USD,1,IMF Meetings,,,
,12:30,USD,1,Building Permits (MoM) (Mar),-4.30%,-0.90%,2.30%
,12:30,USD,2,Building Permits (Mar),1.458M,1.514M,1.523M
,12:30,USD,2,Housing Starts (Mar),1.321M,1.480M,1.549M
,12:30,USD,2,Housing Starts (MoM) (Mar),-14.70%,-2.40%,12.70%
,12:55,USD,1,Redbook (YoY),4.90%,,5.40%
,13:00,USD,1,Fed Governor Jefferson Speaks,,,
,13:15,USD,1,Capacity Utilization Rate (Mar),78.40%,78.50%,78.20%
,13:15,USD,2,Industrial Production (MoM) (Mar),0.40%,0.40%,0.40%
,13:15,USD,2,Industrial Production (YoY) (Mar),0.00%,,-0.30%
,13:15,USD,1,Manufacturing Production (MoM) (Mar),0.50%,,1.20%
,15:30,USD,1,52-Week Bill Auction,4.92%,,4.81%
,16:00,USD,2,Atlanta Fed GDPNow (Q1),2.90%,2.80%,2.80%
,16:30,USD,2,FOMC Member Williams Speaks,,,
,17:00,USD,1,FOMC Member Barkin Speaks,,,
,17:15,USD,3,Fed Chair Powell Speaks,,,
,20:30,USD,2,API Weekly Crude Oil Stock,4.090M,,3.034M
"Wednesday, April 17, 2024",9:00,USD,1,IMF Meetings,,,
,11:00,USD,1,MBA 30-Year Mortgage Rate,7.13%,,7.01%
,11:00,USD,1,MBA Mortgage Applications (WoW),3.30%,,0.10%
,11:00,USD,1,MBA Purchase Index,145.6,,138.7
,11:00,USD,1,Mortgage Market Index,202.1,,195.7
,11:00,USD,1,Mortgage Refinance Index,500.7,,498.3
,14:30,USD,3,Crude Oil Inventories,2.735M,1.600M,5.841M
,14:30,USD,1,EIA Refinery Crude Runs (WoW),0.131M,,-0.115M
,14:30,USD,1,Crude Oil Imports,-1.991M,,1.130M
,14:30,USD,2,Cushing Crude Oil Inventories,0.033M,,-0.170M
,14:30,USD,1,Distillate Fuel Production,-0.038M,,0.033M
,14:30,USD,1,EIA Weekly Distillates Stocks,-2.760M,,1.659M
,14:30,USD,1,Gasoline Production,-0.025M,,-0.538M
,14:30,USD,1,Heating Oil Stockpiles,-0.714M,,0.478M
,14:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),-0.20%,,-0.30%
,14:30,USD,1,Gasoline Inventories,-1.154M,,0.715M
,17:00,USD,2,20-Year Bond Auction,4.82%,,4.54%
,18:00,USD,2,Beige Book,,,
,20:00,USD,1,"US Foreign Buying, T-bonds (Feb)",88.80B,,46.30B
,20:00,USD,1,Overall Net Capital Flow (Feb),51.60B,,-30.80B
,20:00,USD,2,TIC Net Long-Term Transactions (Feb),71.5B,40.2B,14.0B
,20:00,USD,1,TIC Net Long-Term Transactions including Swaps (Feb),71.50B,40.20B,14.00B
,21:30,USD,2,FOMC Member Mester Speaks,,,
,23:15,USD,2,FOMC Member Bowman Speaks,,,
"Thursday, April 18, 2024",9:00,USD,1,IMF Meetings,,,
,12:30,USD,2,Continuing Jobless Claims,"1,812K","1,818K","1,810K"
,12:30,USD,3,Initial Jobless Claims,212K,215K,212K
,12:30,USD,1,Jobless Claims 4-Week Avg.,214.50K,,214.50K
,12:30,USD,3,Philadelphia Fed Manufacturing Index (Apr),15.5,1.5,3.2
,12:30,USD,1,Philly Fed Business Conditions (Apr),34.3,,38.6
,12:30,USD,1,Philly Fed CAPEX Index (Apr),20,,23.6
,12:30,USD,2,Philly Fed Employment (Apr),-10.7,,-9.6
,12:30,USD,1,Philly Fed New Orders (Apr),12.2,,5.4
,12:30,USD,1,Philly Fed Prices Paid (Apr),23,,3.7
,13:05,USD,2,FOMC Member Bowman Speaks,,,
,13:15,USD,2,FOMC Member Bowman Speaks,,,
,13:15,USD,2,FOMC Member Williams Speaks,,,
,14:00,USD,2,Existing Home Sales (MoM) (Mar),-4.30%,,9.50%
,14:00,USD,3,Existing Home Sales (Mar),4.19M,4.20M,4.38M
,14:00,USD,2,US Leading Index (MoM) (Mar),-0.30%,-0.10%,0.20%
,14:30,USD,1,Natural Gas Storage,50B,54B,24B
,15:00,USD,2,FOMC Member Bostic Speaks,,,
,15:30,USD,1,4-Week Bill Auction,5.28%,,5.27%
,15:30,USD,1,8-Week Bill Auction,5.28%,,5.27%
,17:00,USD,2,5-Year TIPS Auction,2.24%,,1.71%
,20:30,USD,2,Fed's Balance Sheet,"7,406B",,"7,438B"
,20:30,USD,1,Reserve Balances with Federal Reserve Banks,3.330T,,3.616T
,21:45,USD,2,FOMC Member Bostic Speaks,,,
"Friday, April 19, 2024",9:00,USD,1,IMF Meetings,,,
,14:30,USD,1,Fed Goolsbee Speaks,,,
,17:00,USD,2,U.S. Baker Hughes Oil Rig Count,511,,506
,17:00,USD,2,U.S. Baker Hughes Total Rig Count,619,,617
,19:30,USD,1,CFTC Aluminium speculative net positions,1.0K,,2.6K
,19:30,USD,1,CFTC Copper speculative net positions,47.6K,,42.7K
,19:30,USD,1,CFTC Corn speculative net positions,-204.9K,,-190.2K
,19:30,USD,2,CFTC Crude Oil speculative net positions,290.5K,,297.1K
,19:30,USD,2,CFTC Gold speculative net positions,201.9K,,202.4K
,19:30,USD,2,CFTC Nasdaq 100 speculative net positions,8.5K,,7.5K
,19:30,USD,1,CFTC Natural Gas speculative net positions,-131.9K,,-127.9K
,19:30,USD,2,CFTC S&P 500 speculative net positions,74.1K,,-62.9K
,19:30,USD,1,CFTC Silver speculative net positions,53.4K,,53.2K
,19:30,USD,1,CFTC Soybeans speculative net positions,-171.9K,,-158.5K
,19:30,USD,1,CFTC Wheat speculative net positions,-62.9K,,-52.4K
"Saturday, April 20, 2024",9:00,USD,1,IMF Meetings,,,
"Monday, April 22, 2024",12:30,USD,1,Chicago Fed National Activity (Mar),0.15,0.09,0.09
,15:30,USD,1,3-Month Bill Auction,5.26%,,5.25%
,15:30,USD,1,6-Month Bill Auction,5.16%,,5.16%
"Tuesday, April 23, 2024",11:30,USD,1,Building Permits (MoM),-3.70%,-4.30%,2.40%
,11:30,USD,2,Building Permits,1.467M,1.458M,1.524M
,12:55,USD,1,Redbook (YoY),5.30%,,4.90%
,13:45,USD,3,S&P Global US Manufacturing PMI (Apr),49.9,52,51.9
,13:45,USD,2,S&P Global Composite PMI (Apr),50.9,,52.1
,13:45,USD,3,S&P Global Services PMI (Apr),50.9,52,51.7
,14:00,USD,3,New Home Sales (Mar),693K,668K,637K
,14:00,USD,2,New Home Sales (MoM) (Mar),8.80%,,-5.10%
,14:00,USD,1,Richmond Manufacturing Index (Apr),-7,-7,-11
,14:00,USD,1,Richmond Manufacturing Shipments (Apr),-10,,-14
,14:00,USD,1,Richmond Services Index (Apr),-13,,-7
,17:00,USD,2,2-Year Note Auction,4.90%,,4.60%
,17:00,USD,1,M2 Money Supply (MoM) (Mar),20.84T,,20.78T
,20:30,USD,2,API Weekly Crude Oil Stock,-3.230M,1.800M,4.090M
"Wednesday, April 24, 2024",11:00,USD,1,MBA 30-Year Mortgage Rate,7.24%,,7.13%
,11:00,USD,1,MBA Mortgage Applications (WoW),-2.70%,,3.30%
,11:00,USD,1,MBA Purchase Index,144.2,,145.6
,11:00,USD,1,Mortgage Market Index,196.7,,202.1
,11:00,USD,1,Mortgage Refinance Index,472.7,,500.7
,12:30,USD,2,Core Durable Goods Orders (MoM) (Mar),0.20%,0.30%,0.10%
,12:30,USD,3,Durable Goods Orders (MoM) (Mar),2.60%,2.50%,0.70%
,12:30,USD,1,Durables Excluding Defense (MoM) (Mar),2.30%,,1.50%
,12:30,USD,1,Goods Orders Non Defense Ex Air (MoM) (Mar),0.20%,0.20%,0.40%
,14:30,USD,3,Crude Oil Inventories,-6.368M,1.600M,2.735M
,14:30,USD,1,EIA Refinery Crude Runs (WoW),-0.042M,,0.131M
,14:30,USD,1,Crude Oil Imports,-0.417M,,-1.991M
,14:30,USD,2,Cushing Crude Oil Inventories,-0.659M,,0.033M
,14:30,USD,1,Distillate Fuel Production,0.178M,,-0.038M
,14:30,USD,1,EIA Weekly Distillates Stocks,1.614M,-0.900M,-2.760M
,14:30,USD,1,Gasoline Production,-0.275M,,-0.025M
,14:30,USD,1,Heating Oil Stockpiles,1.073M,,-0.714M
,14:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),0.40%,,-0.20%
,14:30,USD,1,Gasoline Inventories,-0.634M,-1.400M,-1.154M
,15:00,USD,2,Atlanta Fed GDPNow (Q1),2.70%,2.90%,2.90%
,17:00,USD,2,5-Year Note Auction,4.66%,,4.24%
"Thursday, April 25, 2024",12:30,USD,2,Continuing Jobless Claims,"1,781K","1,814K","1,796K"
,12:30,USD,2,Core PCE Prices (Q1),3.70%,3.40%,2.00%
,12:30,USD,3,GDP (QoQ) (Q1),1.60%,2.50%,3.40%
,12:30,USD,2,GDP Price Index (QoQ) (Q1),3.10%,3.00%,1.70%
,12:30,USD,1,GDP Sales (Q1),2.00%,,3.90%
,12:30,USD,2,Goods Trade Balance (Mar),-91.83B,-91.10B,-91.84B
,12:30,USD,3,Initial Jobless Claims,207K,214K,212K
,12:30,USD,1,Jobless Claims 4-Week Avg.,213.25K,,214.50K
,12:30,USD,1,PCE Prices (Q1),3.40%,,1.80%
,12:30,USD,1,Real Consumer Spending (Q1),2.50%,2.80%,3.30%
,12:30,USD,2,Retail Inventories Ex Auto (Mar),-0.10%,,0.30%
,12:30,USD,1,Wholesale Inventories (MoM),-0.40%,0.20%,0.40%
,14:00,USD,2,Pending Home Sales (MoM) (Mar),3.40%,0.30%,1.60%
,14:00,USD,1,Pending Home Sales Index (Mar),78.2,,75.6
,14:00,USD,2,Treasury Secretary Yellen Speaks,,,
,14:30,USD,1,Natural Gas Storage,92B,87B,50B
,15:00,USD,1,KC Fed Composite Index (Apr),-8,-5,-7
,15:00,USD,1,KC Fed Manufacturing Index (Apr),-13,,-9
,15:30,USD,1,4-Week Bill Auction,5.28%,,5.28%
,15:30,USD,1,8-Week Bill Auction,5.28%,,5.28%
,17:00,USD,2,7-Year Note Auction,4.72%,,4.19%
,20:30,USD,2,Fed's Balance Sheet,"7,402B",,"7,406B"
,20:30,USD,1,Reserve Balances with Federal Reserve Banks,3.272T,,3.330T
"Friday, April 26, 2024",12:30,USD,3,Core PCE Price Index (MoM) (Mar),0.30%,0.30%,0.30%
,12:30,USD,3,Core PCE Price Index (YoY) (Mar),2.80%,2.60%,2.80%
,12:30,USD,2,PCE price index (MoM) (Mar),0.30%,0.30%,0.30%
,12:30,USD,2,PCE Price index (YoY) (Mar),2.70%,2.60%,2.50%
,12:30,USD,1,Personal Income (MoM) (Mar),0.50%,0.50%,0.30%
,12:30,USD,2,Personal Spending (MoM) (Mar),0.80%,0.60%,0.80%
,12:30,USD,1,Real Personal Consumption (MoM) (Mar),0.50%,,0.50%
,13:00,USD,1,Dallas Fed PCE (Mar),2.90%,,3.40%
,14:00,USD,2,Michigan 1-Year Inflation Expectations (Apr),3.20%,3.10%,2.90%
,14:00,USD,2,Michigan 5-Year Inflation Expectations (Apr),3.00%,3.00%,2.80%
,14:00,USD,2,Michigan Consumer Expectations (Apr),76,77,77.4
,14:00,USD,2,Michigan Consumer Sentiment (Apr),77.2,77.8,79.4
,14:00,USD,1,Michigan Current Conditions (Apr),79,79.3,82.5
,16:00,USD,2,Atlanta Fed GDPNow (Q2),3.90%,,
,17:00,USD,2,U.S. Baker Hughes Oil Rig Count,506,,511
,17:00,USD,2,U.S. Baker Hughes Total Rig Count,613,,619
,19:30,USD,1,CFTC Aluminium speculative net positions,1.3K,,1.0K
,19:30,USD,1,CFTC Copper speculative net positions,58.4K,,47.6K
,19:30,USD,1,CFTC Corn speculative net positions,-160.2K,,-204.9K
,19:30,USD,2,CFTC Crude Oil speculative net positions,264.8K,,290.5K
,19:30,USD,2,CFTC Gold speculative net positions,202.9K,,201.9K
,19:30,USD,2,CFTC Nasdaq 100 speculative net positions,6.1K,,8.5K
,19:30,USD,1,CFTC Natural Gas speculative net positions,-132.5K,,-131.9K
,19:30,USD,2,CFTC S&P 500 speculative net positions,67.7K,,74.1K
,19:30,USD,1,CFTC Silver speculative net positions,59.3K,,53.4K
,19:30,USD,1,CFTC Soybeans speculative net positions,-154.6K,,-171.9K
,19:30,USD,1,CFTC Wheat speculative net positions,-43.4K,,-62.9K
"Monday, April 29, 2024",14:30,USD,1,Dallas Fed Mfg Business Index (Apr),-14.5,,-14.4
,15:30,USD,1,3-Month Bill Auction,5.25%,,5.26%
,15:30,USD,1,6-Month Bill Auction,5.17%,,5.16%
"Tuesday, April 30, 2024",12:30,USD,1,Employment Benefits (QoQ) (Q1),1.10%,,0.70%
,12:30,USD,2,Employment Cost Index (QoQ) (Q1),1.20%,1.00%,0.90%
,12:30,USD,1,Employment Wages (QoQ) (Q1),1.10%,,1.10%
,12:55,USD,1,Redbook (YoY),5.50%,,5.30%
