Date,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
,19:30,USD,2,CFTC Gold speculative net positions,204.2K,,202.9K
,19:30,USD,2,CFTC Nasdaq 100 speculative net positions,2.8K,,6.1K
,19:30,USD,1,CFTC Natural Gas speculative net positions,-150.2K,,-132.5K
,19:30,USD,2,CFTC S&P 500 speculative net positions,43.1K,,67.7K
,19:30,USD,1,CFTC Silver speculative net positions,54.5K,,59.3K
,19:30,USD,1,CFTC Soybeans speculative net positions,-162.3K,,-154.6K
,19:30,USD,1,CFTC Wheat speculative net positions,-24.5K,,-43.4K
,23:45,USD,1,Fed Goolsbee Speaks,,,
,23:45,USD,2,FOMC Member Williams Speaks,,,
"Saturday, May 4, 2024",13:20,USD,1,Fed Governor Cook Speaks,,,
,18:20,USD,1,Fed Governor Cook Speaks,,,
"Monday, May 6, 2024",14:00,USD,1,CB Employment Trends Index (Apr),111.25,,112.16
,15:30,USD,1,3-Month Bill Auction,5.25%,,5.25%
,15:30,USD,1,6-Month Bill Auction,5.16%,,5.17%
,16:50,USD,1,FOMC Member Barkin Speaks,,,
,17:00,USD,2,FOMC Member Williams Speaks,,,
,18:00,USD,1,Loan Officer Survey,,,
"Tuesday, May 7, 2024",12:55,USD,1,Redbook (YoY),6.00%,,5.50%
,14:00,USD,1,IBD/TIPP Economic Optimism (May),41.8,44.1,43.2
,15:30,USD,2,FOMC Member Kashkari Speaks,,,
,16:00,USD,2,EIA Short-Term Energy Outlook,,,
,17:00,USD,2,3-Year Note Auction,4.61%,,4.55%
,19:00,USD,2,Consumer Credit (Mar),6.27B,14.80B,15.02B
,20:30,USD,2,API Weekly Crude Oil Stock,0.509M,-1.430M,4.906M
"Wednesday, May 8, 2024",11:00,USD,1,MBA 30-Year Mortgage Rate,7.18%,,7.29%
,11:00,USD,1,MBA Mortgage Applications (WoW),2.60%,,-2.30%
,11:00,USD,1,MBA Purchase Index,144.2,,141.7
,11:00,USD,1,Mortgage Market Index,197.1,,192.1
,11:00,USD,1,Mortgage Refinance Index,477.5,,456.9
,14:00,USD,1,Wholesale Inventories (MoM) (Mar),-0.40%,-0.40%,0.50%
,14:00,USD,1,Wholesale Trade Sales (MoM) (Mar),-1.30%,,2.00%
,14:30,USD,3,Crude Oil Inventories,-1.362M,-1.430M,7.265M
,14:30,USD,1,EIA Refinery Crude Runs (WoW),0.307M,,-0.230M
,14:30,USD,1,Crude Oil Imports,-0.353M,,1.536M
,14:30,USD,2,Cushing Crude Oil Inventories,1.880M,,1.089M
,14:30,USD,1,Distillate Fuel Production,0.275M,,-0.271M
,14:30,USD,1,EIA Weekly Distillates Stocks,0.560M,-1.000M,-0.732M
,14:30,USD,1,Gasoline Production,0.099M,,0.254M
,14:30,USD,1,Heating Oil Stockpiles,0.285M,,-0.179M
,14:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),1.00%,,-1.00%
,14:30,USD,1,Gasoline Inventories,0.915M,-1.180M,0.344M
,15:00,USD,1,Fed Governor Jefferson Speaks,,,
,15:00,USD,1,Thomson Reuters IPSOS PCSI (May),54.31,,53.44
,15:45,USD,1,Fed Collins Speaks,,,
,16:00,USD,2,Atlanta Fed GDPNow (Q2),4.20%,3.30%,3.30%
,17:00,USD,3,10-Year Note Auction,4.48%,,4.56%
,17:30,USD,1,Fed Governor Cook Speaks,,,
"Thursday, May 9, 2024",12:30,USD,2,Continuing Jobless Claims,"1,785K","1,790K","1,768K"
,12:30,USD,3,Initial Jobless Claims,231K,212K,209K
,12:30,USD,1,Jobless Claims 4-Week Avg.,215.00K,,210.25K
,14:30,USD,1,Natural Gas Storage,79B,87B,59B
,15:30,USD,1,4-Week Bill Auction,5.27%,,5.28%
,15:30,USD,1,8-Week Bill Auction,5.28%,,5.27%
,17:00,USD,3,30-Year Bond Auction,4.64%,,4.67%
,18:00,USD,2,FOMC Member Daly Speaks,,,
,20:30,USD,2,Fed's Balance Sheet,"7,353B",,"7,362B"
,20:30,USD,1,Reserve Balances with Federal Reserve Banks,3.331T,,3.317T
"Friday, May 10, 2024",13:00,USD,2,FOMC Member Bowman Speaks,,,
,14:00,USD,2,Michigan 1-Year Inflation Expectations (May),3.50%,3.20%,3.20%
,14:00,USD,2,Michigan 5-Year Inflation Expectations (May),3.10%,3.00%,3.00%
,14:00,USD,2,Michigan Consumer Expectations (May),66.5,75,76
,14:00,USD,2,Michigan Consumer Sentiment (May),67.4,76,77.2
,14:00,USD,1,Michigan Current Conditions (May),68.8,79,79
,16:00,USD,2,WASDE Report,,,
,16:45,USD,1,Fed Goolsbee Speaks,,,
,17:00,USD,2,U.S. Baker Hughes Oil Rig Count,496,,499
,17:00,USD,2,U.S. Baker Hughes Total Rig Count,603,,605
,17:30,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,18:00,USD,2,Federal Budget Balance (Apr),210.0B,244.5B,-236.0B
,19:30,USD,1,CFTC Aluminium speculative net positions,1.3K,,1.4K
,19:30,USD,1,CFTC Copper speculative net positions,62.6K,,58.1K
,19:30,USD,1,CFTC Corn speculative net positions,-31.4K,,-143.4K
,19:30,USD,2,CFTC Crude Oil speculative net positions,215.4K,,265.5K
,19:30,USD,2,CFTC Gold speculative net positions,199.6K,,204.2K
,19:30,USD,2,CFTC Nasdaq 100 speculative net positions,4.4K,,2.8K
,19:30,USD,1,CFTC Natural Gas speculative net positions,-135.8K,,-150.2K
,19:30,USD,2,CFTC S&P 500 speculative net positions,-9.7K,,43.1K
,19:30,USD,1,CFTC Silver speculative net positions,53.7K,,54.5K
,19:30,USD,1,CFTC Soybeans speculative net positions,-60.0K,,-162.3K
,19:30,USD,1,CFTC Wheat speculative net positions,-17.8K,,-24.5K
"Monday, May 13, 2024",13:00,USD,1,Fed Governor Jefferson Speaks,,,
,13:00,USD,2,FOMC Member Mester Speaks,,,
,15:00,USD,2,NY Fed 1-Year Consumer Inflation Expectations,3.30%,,3.00%
,15:30,USD,1,3-Month Bill Auction,5.25%,,5.25%
,15:30,USD,1,6-Month Bill Auction,5.17%,,5.16%
"Tuesday, May 14, 2024",10:00,USD,1,NFIB Small Business Optimism (Apr),89.7,88.1,88.5
,11:00,USD,2,OPEC Monthly Report,,,
,12:30,USD,1,PPI ex. Food/Energy/Transport (MoM) (Apr),0.40%,,0.20%
,12:30,USD,1,PPI ex. Food/Energy/Transport (YoY) (Apr),3.10%,,2.80%
,12:30,USD,1,Core PPI (YoY) (Apr),2.40%,2.40%,2.10%
,12:30,USD,2,Core PPI (MoM) (Apr),0.50%,0.20%,-0.10%
,12:30,USD,3,PPI (MoM) (Apr),0.50%,0.30%,-0.10%
,12:30,USD,1,PPI (YoY) (Apr),2.20%,2.20%,1.80%
,12:55,USD,1,Redbook (YoY),6.30%,,6.00%
,13:10,USD,1,Fed Governor Cook Speaks,,,
,14:00,USD,3,Fed Chair Powell Speaks,,,
,15:30,USD,1,52-Week Bill Auction,4.90%,,4.92%
,20:30,USD,2,API Weekly Crude Oil Stock,-3.104M,-1.350M,0.509M
"Wednesday, May 15, 2024",8:00,USD,2,IEA Monthly Report,,,
,11:00,USD,1,MBA 30-Year Mortgage Rate,7.08%,,7.18%
,11:00,USD,1,MBA Mortgage Applications (WoW),0.50%,,2.60%
,11:00,USD,1,MBA Purchase Index,141.7,,144.2
,11:00,USD,1,Mortgage Market Index,198.1,,197.1
,11:00,USD,1,Mortgage Refinance Index,499.9,,477.5
,12:30,USD,2,Core CPI (YoY) (Apr),3.60%,3.60%,3.80%
,12:30,USD,3,Core CPI (MoM) (Apr),0.30%,0.30%,0.40%
,12:30,USD,1,Core CPI Index (Apr),317.62,317.73,316.7
,12:30,USD,3,Core Retail Sales (MoM) (Apr),0.20%,0.20%,0.90%
,12:30,USD,3,CPI (MoM) (Apr),0.30%,0.40%,0.40%
,12:30,USD,3,CPI (YoY) (Apr),3.40%,3.40%,3.50%
,12:30,USD,1,"CPI Index, n.s.a. (Apr)",313.55,313.76,312.33
,12:30,USD,1,"CPI Index, s.a (Apr)",312.21,,312.23
,12:30,USD,1,"CPI, n.s.a (MoM) (Apr)",0.39%,,0.65%
,12:30,USD,2,NY Empire State Manufacturing Index (May),-15.6,-9.9,-14.3
,12:30,USD,1,Real Earnings (MoM) (Apr),-0.40%,,0.30%
,12:30,USD,2,Retail Control (MoM) (Apr),-0.30%,,1.00%
,12:30,USD,1,Retail Sales (YoY) (Apr),3.04%,,3.83%
,12:30,USD,3,Retail Sales (MoM) (Apr),0.00%,0.40%,0.60%
,12:30,USD,1,Retail Sales Ex Gas/Autos (MoM) (Apr),-0.10%,,0.70%
,14:00,USD,2,Business Inventories (MoM) (Mar),-0.10%,0.00%,0.30%
,14:00,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,14:00,USD,1,NAHB Housing Market Index (May),45,51,51
,14:00,USD,2,Retail Inventories Ex Auto (Mar),-0.20%,-0.10%,-0.10%
,14:30,USD,3,Crude Oil Inventories,-2.508M,-0.400M,-1.362M
,14:30,USD,1,EIA Refinery Crude Runs (WoW),0.307M,,0.307M
,14:30,USD,1,Crude Oil Imports,0.108M,,-0.353M
,14:30,USD,2,Cushing Crude Oil Inventories,-0.341M,,1.880M
,14:30,USD,1,Distillate Fuel Production,0.021M,,0.275M
,14:30,USD,1,EIA Weekly Distillates Stocks,-0.045M,0.770M,0.560M
,14:30,USD,1,Gasoline Production,0.203M,,0.099M
,14:30,USD,1,Heating Oil Stockpiles,-0.680M,,0.285M
,14:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),1.90%,,1.00%
,14:30,USD,1,Gasoline Inventories,-0.235M,0.880M,0.915M
,15:00,USD,1,Cleveland CPI (MoM) (Apr),0.30%,,0.40%
,16:00,USD,2,FOMC Member Kashkari Speaks,,,
,17:00,USD,2,Atlanta Fed GDPNow (Q2),3.80%,4.20%,4.20%
,19:20,USD,2,FOMC Member Bowman Speaks,,,
,20:00,USD,1,"US Foreign Buying, T-bonds (Mar)",42.20B,,87.40B
,20:00,USD,1,Overall Net Capital Flow (Mar),102.10B,,42.00B
,20:00,USD,2,TIC Net Long-Term Transactions (Mar),100.5B,89.3B,62.9B
,20:00,USD,1,TIC Net Long-Term Transactions including Swaps (Mar),100.50B,,62.90B
"Thursday, May 16, 2024",12:30,USD,1,Building Permits (MoM) (Apr),-3.00%,,-5.00%
,12:30,USD,2,Building Permits (Apr),1.440M,1.480M,1.485M
,12:30,USD,2,Continuing Jobless Claims,"1,794K","1,780K","1,781K"
,12:30,USD,1,Export Price Index (YoY),-1.00%,,-1.40%
,12:30,USD,2,Export Price Index (MoM) (Apr),0.50%,0.40%,0.10%
,12:30,USD,2,Housing Starts (Apr),1.360M,1.420M,1.287M
,12:30,USD,2,Housing Starts (MoM) (Apr),5.70%,,-16.80%
,12:30,USD,1,Import Price Index (YoY),1.10%,,0.40%
,12:30,USD,2,Import Price Index (MoM) (Apr),0.90%,0.20%,0.60%
,12:30,USD,3,Initial Jobless Claims,222K,219K,232K
,12:30,USD,1,Jobless Claims 4-Week Avg.,217.75K,,215.25K
,12:30,USD,3,Philadelphia Fed Manufacturing Index (May),4.5,7.7,15.5
,12:30,USD,1,Philly Fed Business Conditions (May),32.4,,34.3
,12:30,USD,1,Philly Fed CAPEX Index (May),20.1,,20
,12:30,USD,2,Philly Fed Employment (May),-7.9,,-10.7
,12:30,USD,1,Philly Fed New Orders (May),-7.9,,12.2
,12:30,USD,1,Philly Fed Prices Paid (May),18.7,,23
,13:15,USD,1,Capacity Utilization Rate (Apr),78.40%,78.40%,78.50%
,13:15,USD,2,Industrial Production (YoY) (Apr),-0.38%,,0.09%
,13:15,USD,2,Industrial Production (MoM) (Apr),0.00%,0.10%,0.10%
,13:15,USD,1,Manufacturing Production (MoM) (Apr),-0.30%,0.10%,0.20%
,14:00,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,14:30,USD,2,Atlanta Fed GDPNow (Q2),3.60%,3.80%,3.80%
,14:30,USD,2,FOMC Member Harker Speaks,,,
,14:30,USD,1,Natural Gas Storage,70B,76B,79B
,15:30,USD,1,4-Week Bill Auction,5.27%,,5.27%
,15:30,USD,1,8-Week Bill Auction,5.27%,,5.28%
,15:30,USD,2,FOMC Member Mester Speaks,,,
,19:50,USD,2,FOMC Member Bostic Speaks,,,
,20:30,USD,2,Fed's Balance Sheet,"7,304B",,"7,353B"
,20:30,USD,1,Reserve Balances with Federal Reserve Banks,3.416T,,3.331T
"Friday, May 17, 2024",14:00,USD,2,US Leading Index (MoM) (Apr),-0.60%,-0.30%,-0.30%
,14:15,USD,2,Fed Waller Speaks,,,
,16:15,USD,2,FOMC Member Daly Speaks,,,
,17:00,USD,2,U.S. Baker Hughes Oil Rig Count,497,,496
,17:00,USD,2,U.S. Baker Hughes Total Rig Count,604,,603
,19:30,USD,1,CFTC Aluminium speculative net positions,1.3K,,1.3K
,19:30,USD,1,CFTC Copper speculative net positions,61.8K,,62.6K
,19:30,USD,1,CFTC Corn speculative net positions,0.2K,,-31.4K
,19:30,USD,2,CFTC Crude Oil speculative net positions,203.0K,,215.4K
,19:30,USD,2,CFTC Gold speculative net positions,204.5K,,199.6K
,19:30,USD,2,CFTC Nasdaq 100 speculative net positions,3.2K,,4.4K
,19:30,USD,1,CFTC Natural Gas speculative net positions,-116.6K,,-135.8K
,19:30,USD,2,CFTC S&P 500 speculative net positions,-25.3K,,-9.7K
,19:30,USD,1,CFTC Silver speculative net positions,59.5K,,53.7K
,19:30,USD,1,CFTC Soybeans speculative net positions,-66.0K,,-60.0K
,19:30,USD,1,CFTC Wheat speculative net positions,-5.4K,,-17.8K
"Sunday, May 19, 2024",19:30,USD,3,Fed Chair Powell Speaks,,,
"Monday, May 20, 2024",12:45,USD,2,FOMC Member Bostic Speaks,,,
,13:00,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,13:00,USD,2,Fed Waller Speaks,,,
,14:30,USD,1,Fed Governor Jefferson Speaks,,,
,15:30,USD,1,3-Month Bill Auction,,,5.25%
,15:30,USD,1,6-Month Bill Auction,,,5.17%
,18:00,USD,2,FOMC Member Mester Speaks,,,
,23:00,USD,2,FOMC Member Bostic Speaks,,,
"Tuesday, May 21, 2024",8:00,USD,3,Fed Chair Yellen Speaks,,,
,8:20,USD,2,Fed Governor Kroszner Speaks,,,
,12:55,USD,1,Redbook (YoY),,,6.30%
,13:00,USD,2,Fed Waller Speaks,,,
,13:00,USD,1,FOMC Member Barkin Speaks,,,
,13:05,USD,2,FOMC Member Williams Speaks,,,
,13:10,USD,2,FOMC Member Bostic Speaks,,,
,15:45,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,20:30,USD,2,API Weekly Crude Oil Stock,,,-3.104M
,23:00,USD,1,Fed Collins Speaks,,,
,23:00,USD,2,FOMC Member Bostic Speaks,,,
,23:00,USD,2,FOMC Member Mester Speaks,,,
"Wednesday, May 22, 2024",11:00,USD,1,MBA 30-Year Mortgage Rate,,,7.08%
,11:00,USD,1,MBA Mortgage Applications (WoW),,,0.50%
,11:00,USD,1,MBA Purchase Index,,,141.7
,11:00,USD,1,Mortgage Market Index,,,198.1
,11:00,USD,1,Mortgage Refinance Index,,,499.9
,14:00,USD,2,Existing Home Sales (MoM) (Apr),,,-4.30%
,14:00,USD,3,Existing Home Sales (Apr),,4.18M,4.19M
,14:30,USD,3,Crude Oil Inventories,,,-2.508M
,14:30,USD,1,EIA Refinery Crude Runs (WoW),,,0.307M
,14:30,USD,1,Crude Oil Imports,,,0.108M
,14:30,USD,2,Cushing Crude Oil Inventories,,,-0.341M
,14:30,USD,1,Distillate Fuel Production,,,0.021M
,14:30,USD,1,EIA Weekly Distillates Stocks,,,-0.045M
,14:30,USD,1,Gasoline Production,,,0.203M
,14:30,USD,1,Heating Oil Stockpiles,,,-0.680M
,14:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),,,1.90%
,14:30,USD,1,Gasoline Inventories,,,-0.235M
,17:00,USD,2,20-Year Bond Auction,,,4.82%
,18:00,USD,3,FOMC Meeting Minutes,,,
"Thursday, May 23, 2024",12:30,USD,2,Building Permits,,1.440M,1.467M
,12:30,USD,1,Building Permits (MoM),,-3.00%,-3.70%
,12:30,USD,1,Chicago Fed National Activity (Apr),,,0.15
,12:30,USD,2,Continuing Jobless Claims,,,"1,794K"
,12:30,USD,3,Initial Jobless Claims,,220K,222K
,12:30,USD,1,Jobless Claims 4-Week Avg.,,,217.75K
,13:45,USD,3,S&P Global US Manufacturing PMI (May),,,50
,13:45,USD,2,S&P Global Composite PMI (May),,,51.3
,13:45,USD,3,S&P Global Services PMI (May),,,51.3
,14:00,USD,3,New Home Sales (Apr),,680K,693K
,14:00,USD,2,New Home Sales (MoM) (Apr),,,8.80%
,14:30,USD,1,Natural Gas Storage,,,70B
,15:00,USD,1,KC Fed Composite Index (May),,,-8
,15:00,USD,1,KC Fed Manufacturing Index (May),,,-13
,15:30,USD,1,4-Week Bill Auction,,,5.27%
,15:30,USD,1,8-Week Bill Auction,,,5.27%
,17:00,USD,2,10-Year TIPS Auction,,,1.93%
,19:00,USD,2,FOMC Member Bostic Speaks,,,
,20:30,USD,2,Fed's Balance Sheet,,,"7,304B"
,20:30,USD,1,Reserve Balances with Federal Reserve Banks,,,3.416T
"Friday, May 24, 2024",12:30,USD,2,Core Durable Goods Orders (MoM) (Apr),,,0.20%
,12:30,USD,3,Durable Goods Orders (MoM) (Apr),,0.50%,2.60%
,12:30,USD,1,Durables Excluding Defense (MoM) (Apr),,,2.30%
,12:30,USD,1,Durables Excluding Transport (MoM),,,0.20%
,12:30,USD,1,Goods Orders Non Defense Ex Air (MoM) (Apr),,,0.20%
,13:35,USD,2,Fed Waller Speaks,,,
,14:00,USD,2,Michigan 1-Year Inflation Expectations (May),,3.50%,3.20%
,14:00,USD,2,Michigan 5-Year Inflation Expectations (May),,3.10%,3.00%
,14:00,USD,2,Michigan Consumer Expectations (May),,66.5,76
,14:00,USD,2,Michigan Consumer Sentiment (May),,67.4,77.2
,14:00,USD,1,Michigan Current Conditions (May),,68.8,79
,14:30,USD,2,Atlanta Fed GDPNow (Q2),,3.60%,3.60%
,17:00,USD,2,U.S. Baker Hughes Oil Rig Count,,,
,17:00,USD,2,U.S. Baker Hughes Total Rig Count,,,
,19:30,USD,1,CFTC Aluminium speculative net positions,,,1.3K
,19:30,USD,1,CFTC Copper speculative net positions,,,61.8K
,19:30,USD,1,CFTC Corn speculative net positions,,,0.2K
,19:30,USD,2,CFTC Crude Oil speculative net positions,,,203.0K
,19:30,USD,2,CFTC Gold speculative net positions,,,204.5K
,19:30,USD,2,CFTC Nasdaq 100 speculative net positions,,,3.2K
,19:30,USD,1,CFTC Natural Gas speculative net positions,,,-116.6K
,19:30,USD,2,CFTC S&P 500 speculative net positions,,,-25.3K
,19:30,USD,1,CFTC Silver speculative net positions,,,59.5K
,19:30,USD,1,CFTC Soybeans speculative net positions,,,-66.0K
,19:30,USD,1,CFTC Wheat speculative net positions,,,-5.4K
"Monday, May 27, 2024",17:45,USD,,FOMC Member Williams Speaks,,,
"Tuesday, May 28, 2024",4:55,USD,2,FOMC Member Bowman Speaks,,,
,4:55,USD,2,FOMC Member Mester Speaks,,,
,13:00,USD,1,House Price Index (YoY) (Mar),,,7.00%
,13:00,USD,1,House Price Index (MoM) (Mar),,,1.20%
,13:00,USD,1,House Price Index (Mar),,,423
,13:00,USD,1,S&P/CS HPI Composite - 20 s.a. (MoM) (Mar),,,0.60%
,13:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Mar),,,0.90%
,13:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Mar),,,7.30%
,13:55,USD,,FOMC Member Kashkari Speaks,,,
,14:00,USD,,3-Month Bill Auction,5.26%,,5.25%
,14:00,USD,,6-Month Bill Auction,5.17%,,5.16%
,14:00,USD,,CB Consumer Confidence (May),102,96,97.5
,14:30,USD,,Dallas Fed Mfg Business Index (May),-19.4,,-14.5
,15:30,USD,,2-Year Note Auction,4.92%,,4.90%
,17:00,USD,,5-Year Note Auction,4.55%,,4.66%
,17:00,USD,,M2 Money Supply (MoM) (Apr),20.87T,,20.84T
,17:05,USD,,Fed Governor Cook Speaks,,,
,17:05,USD,,FOMC Member Daly Speaks,,,
"Wednesday, May 29, 2024",11:00,USD,,MBA 30-Year Mortgage Rate,7.05%,,7.01%
,11:00,USD,,MBA Mortgage Applications (WoW),-5.70%,,1.90%
,11:00,USD,,MBA Purchase Index,138.4,,140
,11:00,USD,,Mortgage Market Index,190.3,,201.9
,11:00,USD,,Mortgage Refinance Index,463.8,,536.9
,12:55,USD,,Redbook (YoY),6.30%,,5.50%
,14:00,USD,,Richmond Manufacturing Index (May),0,-6,-7
,14:00,USD,,Richmond Manufacturing Shipments (May),13,,-10
,14:00,USD,,Richmond Services Index (May),3,,-13
,14:30,USD,,Dallas Fed Services Revenues (May),6.7,,0.3
,14:30,USD,,Texas Services Sector Outlook (May),-12.1,,-10.6
,17:00,USD,,7-Year Note Auction,4.65%,,4.72%
,17:45,USD,,FOMC Member Williams Speaks,,,
,18:00,USD,,Beige Book,,,
,20:30,USD,,API Weekly Crude Oil Stock,-6.490M,-1.900M,2.480M
,23:00,USD,,FOMC Member Bostic Speaks,,,
"Thursday, May 30, 2024",12:30,USD,,Continuing Jobless Claims,"1,791K","1,800K","1,787K"
,12:30,USD,,Core PCE Prices (Q1),3.60%,3.70%,2.00%
,12:30,USD,,Corporate Profits (QoQ) (Q1),-1.70%,3.90%,3.70%
,12:30,USD,,GDP (QoQ) (Q1),1.30%,1.60%,3.40%
,12:30,USD,,GDP Price Index (QoQ) (Q1),3.10%,3.10%,1.70%
,12:30,USD,,GDP Sales (Q1),1.70%,2.00%,3.90%
,12:30,USD,,Goods Trade Balance (Apr),-99.41B,-91.90B,-92.29B
,12:30,USD,,Initial Jobless Claims,219K,218K,216K
,12:30,USD,,Jobless Claims 4-Week Avg.,222.50K,,220.00K
,12:30,USD,,PCE Prices (Q1),3.30%,3.40%,1.80%
,12:30,USD,,Real Consumer Spending (Q1),2.00%,2.50%,3.30%
,12:30,USD,,Retail Inventories Ex Auto (Apr),0.30%,,-0.40%
,12:30,USD,,Wholesale Inventories (MoM),0.20%,0.00%,-0.40%
