Date,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
"Friday, March 31, 2023",11:45,USD,1,OPEC Crude Oil Production Algeria (Barrel),1.01M,,1.02M
,11:45,USD,1,OPEC Crude Oil Production Congo (Barrel),0.27M,,0.27M
,11:45,USD,1,OPEC Crude Oil Production Gabon (Barrel),0.20M,,0.19M
,11:45,USD,1,OPEC Crude Oil Production Guinea (Barrel),0.06M,,0.05M
,11:45,USD,1,OPEC Crude oil Production Iran (Barrel),2.60M,,2.60M
,11:45,USD,1,OPEC Crude oil Production Iraq (Barrel),4.37M,,4.40M
,11:45,USD,1,OPEC Crude Oil Production Kuwait (Barrel),2.68M,,2.68M
,11:45,USD,1,OPEC Crude Oil Production Libya (Barrel),1.16M,,1.15M
,11:45,USD,1,OPEC Crude Oil Production Nigeria (Barrel),1.37M,,1.39M
,11:45,USD,1,OPEC Crude oil Production Saudi Arabia (Barrel),10.36M,,10.45M
,11:45,USD,1,OPEC Crude oil Production UAE (Barrel),3.04M,,3.04M
,11:45,USD,1,OPEC Crude oil Production Venezuela (Barrel),0.69M,,0.68M
,12:30,USD,3,Core PCE Price Index (YoY) (Feb),4.60%,4.70%,4.70%
,12:30,USD,3,Core PCE Price Index (MoM) (Feb),0.30%,0.40%,0.50%
,12:30,USD,2,PCE Price index (YoY) (Feb),5.00%,5.10%,5.30%
,12:30,USD,2,PCE price index (MoM) (Feb),0.30%,0.50%,0.60%
,12:30,USD,1,Personal Income (MoM) (Feb),0.30%,0.20%,0.60%
,12:30,USD,2,Personal Spending (MoM) (Feb),0.20%,0.30%,2.00%
,12:30,USD,1,Real Personal Consumption (MoM) (Feb),-0.10%,0.00%,1.50%
,13:45,USD,3,Chicago PMI (Mar),43.8,43.4,43.6
,14:00,USD,2,Michigan 1-Year Inflation Expectations (Mar),3.60%,3.80%,4.10%
,14:00,USD,2,Michigan 5-Year Inflation Expectations (Mar),2.90%,2.80%,2.90%
,14:00,USD,2,Michigan Consumer Expectations (Mar),59.2,61.5,64.7
,14:00,USD,1,Michigan Consumer Sentiment (Mar),62,63.2,63.4
,14:00,USD,2,Michigan Current Conditions (Mar),66.3,66.4,70.7
,17:00,USD,2,U.S. Baker Hughes Oil Rig Count,592,,593
,17:00,USD,2,U.S. Baker Hughes Total Rig Count,755,,758
,17:23,USD,1,Dallas Fed PCE (Feb),4.00%,,5.80%
,19:05,USD,2,FOMC Member Williams Speaks,,,
,20:30,USD,1,CFTC Aluminium speculative net positions,5.8K,,5.6K
,20:30,USD,1,CFTC Copper speculative net positions,-1.5K,,-12.4K
,20:30,USD,1,CFTC Corn speculative net positions,71.5K,,59.5K
,20:30,USD,2,CFTC Crude Oil speculative net positions,181.1K,,154.3K
,20:30,USD,2,CFTC Gold speculative net positions,181.6K,,158.6K
,20:30,USD,2,CFTC Nasdaq 100 speculative net positions,-7.3K,,-5.1K
,20:30,USD,1,CFTC Natural Gas speculative net positions,-126.2K,,-144.7K
,20:30,USD,2,CFTC S&P 500 speculative net positions,-224.7K,,-202.5K
,20:30,USD,1,CFTC Silver speculative net positions,13.4K,,3.5K
,20:30,USD,1,CFTC Soybeans speculative net positions,161.0K,,171.8K
,20:30,USD,1,CFTC Wheat speculative net positions,-60.5K,,-59.2K
,21:45,USD,1,Fed Governor Cook Speaks,,,
