Event,Time_Delta,Coefficients,Intercept,R_squared,Explained_Variance_Ratio
GDP Sales,30,[-0.05930037  0.02142587],0.03688919899377395,-0.2908635766669254,[0.66526477 0.33473523]
GDP Sales,60,[-0.01707237 -0.01507584],-0.03192520596430813,-0.0042370813161676235,[0.66526477 0.33473523]
Goods Orders Non Defense Ex Air (MoM),5,[ 0.01834745 -0.04004144],0.12217053502266031,-0.006668061872398212,[0.86578782 0.13421218]
Goods Orders Non Defense Ex Air (MoM),15,[0.03178542 0.02179605],0.14483408992253188,0.014833615314963522,[0.86578782 0.13421218]
Goods Orders Non Defense Ex Air (MoM),30,[ 0.01756751 -0.01621381],0.21096812126708786,0.0006818700642132747,[0.86578782 0.13421218]
Goods Orders Non Defense Ex Air (MoM),60,[ 0.05968533 -0.02229835],0.06245236723912681,0.009327710613256435,[0.86578782 0.13421218]
Goods Trade Balance,5,[ 0.0153111  -0.07258057],0.07701228449517401,-1.169743968531306e+20,[0.7011437 0.2988563]
Goods Trade Balance,15,[ 0.04890643 -0.11158066],-0.02498840866026876,-1.6376294358806695e+20,[0.7011437 0.2988563]
Goods Trade Balance,30,[ 0.09204667 -0.10110996],0.048585656253322534,-5.382849790660509e+19,[0.7011437 0.2988563]
Goods Trade Balance,60,[ 0.16209937 -0.11503351],-0.010316912696603822,-4.111559951595921e+19,[0.7011437 0.2988563]
Housing Starts,5,[ 0.03202035 -0.059626  ],0.050283469431171984,-196417814.7780287,[0.96244632 0.03755368]
Housing Starts,15,[ 0.04359823 -0.19609034],-0.03043822280699755,-2472067785.1456017,[0.96244632 0.03755368]
Housing Starts,30,[ 0.00741309 -0.31188444],-0.03519449537420699,-9913782760.026499,[0.96244632 0.03755368]
Housing Starts,60,[-0.01644661  0.00777886],-0.0700094679837143,-19157126.88324177,[0.96244632 0.03755368]
Housing Starts (MoM),5,[-0.03831472  0.243273  ],0.050283469431171984,-104.05535814799931,[0.93819012 0.06180988]
Housing Starts (MoM),15,[-0.04310828  0.36136963],-0.030438222806997556,-101.08112949022279,[0.93819012 0.06180988]
Housing Starts (MoM),30,[-0.00201529  0.36701575],-0.035194495374207,-108.30531024437803,[0.93819012 0.06180988]
Housing Starts (MoM),60,[-0.07447329  0.52043182],-0.07000946798371431,-154.3611482042207,[0.93819012 0.06180988]
ISM Manufacturing Employment,5,[-0.04703729 -0.01562073],0.013417138546574439,-2.946809768420071,[0.55478583 0.44521417]
ISM Manufacturing Employment,15,[-0.01767803  0.02955711],-0.04688359145388643,-8.144029992836808,[0.55478583 0.44521417]
ISM Manufacturing Employment,30,[0.01344093 0.02997155],-0.07947746098336358,-3.6105090400028077,[0.55478583 0.44521417]
ISM Manufacturing Employment,60,[-0.06035225 -0.15412915],-0.29211391956107474,-18.303040518907206,[0.55478583 0.44521417]
ISM Manufacturing New Orders Index,5,[ 0.0794623  -0.04186741],0.013417138546574439,-50.22711422133424,[0.56131255 0.43868745]
ISM Manufacturing New Orders Index,15,[ 0.06685669 -0.07930842],-0.04688359145388644,-131.13964904469418,[0.56131255 0.43868745]
ISM Manufacturing New Orders Index,30,[0.10545654 0.00633368],-0.07947746098336358,-0.9969840309504823,[0.56131255 0.43868745]
ISM Manufacturing New Orders Index,60,[0.20932011 0.00417109],-0.29211391956107474,-0.38764434905770107,[0.56131255 0.43868745]
ISM Manufacturing PMI,5,[-0.03755429 -0.08603902],0.013417138546574442,-1.0062440741744347,[0.9739352 0.0260648]
ISM Manufacturing PMI,15,[ 0.00696717 -0.04817636],-0.04688359145388643,-0.023249011603067915,[0.9739352 0.0260648]
ISM Manufacturing PMI,30,[0.00159589 0.09997375],-0.07947746098336358,-0.12752730085683828,[0.9739352 0.0260648]
ISM Manufacturing PMI,60,[-0.05150329 -0.18921665],-0.29211391956107474,-0.21033922723754372,[0.9739352 0.0260648]
ISM Manufacturing Prices,5,[-0.01014803  0.95104276],0.013417138546574484,-423.40772875776025,[0.99294398 0.00705602]
ISM Manufacturing Prices,15,[-0.02813475  1.08323961],-0.04688359145388638,-374.27874247015063,[0.99294398 0.00705602]
ISM Manufacturing Prices,30,[-0.05712321  1.38845639],-0.07947746098336352,-275.911501081731,[0.99294398 0.00705602]
ISM Manufacturing Prices,60,[0.08569429 4.5212559 ],-0.2921139195610745,-669.1646114380742,[0.99294398 0.00705602]
ISM Non-Manufacturing Business Activity,5,[0.1827943  0.08931012],-0.15749553891078596,-48.41802707182295,[0.51012292 0.48987708]
ISM Non-Manufacturing Business Activity,15,[ 0.09263314 -0.01463368],-0.10931613130743609,-2.407366615993974,[0.51012292 0.48987708]
ISM Non-Manufacturing Business Activity,30,[0.24444921 0.03520371],-0.22603634149391238,-5.004383237291488,[0.51012292 0.48987708]
ISM Non-Manufacturing Business Activity,60,[0.32460956 0.05512097],-0.24417510725404223,-9.19118729554949,[0.51012292 0.48987708]
ISM Non-Manufacturing Employment,5,[ 0.01191995 -0.07142975],-0.15749553891078596,-17.314912268914615,[0.66976204 0.33023796]
ISM Non-Manufacturing Employment,15,[-0.03505138 -0.16957053],-0.1093161313074361,-133.84826978355744,[0.66976204 0.33023796]
ISM Non-Manufacturing Employment,30,[-0.05831854 -0.25057564],-0.2260363414939124,-86.4919090420256,[0.66976204 0.33023796]
ISM Non-Manufacturing Employment,60,[-0.04661861 -0.34254932],-0.24417510725404226,-136.74667608852099,[0.66976204 0.33023796]
ISM Non-Manufacturing New Orders,5,[-0.01754896  0.04478565],-0.15749553891078596,-7.383875181492067,[0.61466176 0.38533824]
ISM Non-Manufacturing New Orders,15,[0.09081566 0.0907068 ],-0.10931613130743609,-42.49361998956726,[0.61466176 0.38533824]
ISM Non-Manufacturing New Orders,30,[0.15431954 0.09693792],-0.22603634149391238,-15.104069087223934,[0.61466176 0.38533824]
ISM Non-Manufacturing New Orders,60,[0.17180073 0.12775156],-0.24417510725404223,-21.905468887957312,[0.61466176 0.38533824]
ISM Non-Manufacturing PMI,5,[0.04127535 0.57785486],-0.15749553891078594,-9.339132551644706,[0.98976739 0.01023261]
ISM Non-Manufacturing PMI,15,[0.03058966 0.02050581],-0.10931613130743609,-0.15810363745231815,[0.98976739 0.01023261]
ISM Non-Manufacturing PMI,30,[0.02909316 0.13004818],-0.22603634149391238,-0.28177353337790967,[0.98976739 0.01023261]
ISM Non-Manufacturing PMI,60,[ 0.05039972 -0.68101015],-0.24417510725404226,-2.5555199221288567,[0.98976739 0.01023261]
ISM Non-Manufacturing Prices,5,[-0.08709782  0.06926565],-0.15749553891078596,-24.171820312190317,[0.59341226 0.40658774]
ISM Non-Manufacturing Prices,15,[-0.08575624 -0.09192848],-0.10931613130743609,-59.2586877367248,[0.59341226 0.40658774]
ISM Non-Manufacturing Prices,30,[-0.19609729 -0.06756345],-0.22603634149391238,-10.821307175826542,[0.59341226 0.40658774]
ISM Non-Manufacturing Prices,60,[-0.23051322 -0.08879863],-0.24417510725404223,-15.587176609110912,[0.59341226 0.40658774]
Import Price Index (MoM),5,[ 0.0211553  -0.00988267],0.08813802201854068,-0.007150895403826407,[0.83848208 0.16151792]
Import Price Index (MoM),15,[ 0.07088558 -0.13368234],0.044241304513580125,0.042947087875585765,[0.83848208 0.16151792]
Import Price Index (MoM),30,[ 0.09647614 -0.12705905],0.07091989421815563,0.03235610124899113,[0.83848208 0.16151792]
Import Price Index (MoM),60,[ 0.04655695 -0.30664877],0.08550250655470795,0.05053673750061294,[0.83848208 0.16151792]
Import Price Index (YoY),5,[-0.02535619  0.06874778],0.07065510716558465,-1.3220643696940932,[0.86917315 0.13082685]
Import Price Index (YoY),15,[-0.05145521 -0.04902996],0.045504438794582575,-0.060801575462967605,[0.86917315 0.13082685]
Import Price Index (YoY),30,[-0.09122232 -0.0680348 ],0.07724294426851994,-0.05962320520590292,[0.86917315 0.13082685]
Import Price Index (YoY),60,[-0.04855983 -0.3898492 ],0.11596788778970733,-3.066406464315019,[0.86917315 0.13082685]
Industrial Production (MoM),5,[-0.01638319  0.04229101],-0.022049978380740992,0.018373047302543744,[0.84283672 0.15716328]
Industrial Production (MoM),15,[ 0.03019479 -0.22615976],-0.03293172190153075,0.0935250698240202,[0.84283672 0.15716328]
Industrial Production (MoM),30,[ 0.02581842 -0.11708927],0.011405073068260965,0.012139313353561332,[0.84283672 0.15716328]
Industrial Production (MoM),60,[-0.01096514 -0.21879458],0.07871620400560689,-0.02056777459210468,[0.84283672 0.15716328]
Industrial Production (YoY),5,[-0.02211734 -0.05231721],-0.022049978380740992,-0.30270134567467166,[0.50700062 0.49299938]
Industrial Production (YoY),15,[0.08492341 0.00479816],-0.03293172190153074,-0.08454949721169958,[0.50700062 0.49299938]
Industrial Production (YoY),30,[-0.06290453  0.01624936],0.011405073068260971,-0.014066450207836478,[0.50700062 0.49299938]
Industrial Production (YoY),60,[-0.06902255  0.04736238],0.07871620400560689,-0.07277553642033907,[0.50700062 0.49299938]
Initial Jobless Claims,5,[-0.01492715 -0.03392929],0.03436783364168793,-10663435.49961409,[0.87590485 0.12409515]
Initial Jobless Claims,15,[-0.02995364 -0.00621457],0.009403060343567164,-1954860.1119969648,[0.87590485 0.12409515]
Initial Jobless Claims,30,[-0.02422167 -0.01025451],0.0722498312404927,-1053831.2409726507,[0.87590485 0.12409515]
Initial Jobless Claims,60,[-0.02296818  0.01661665],0.12657562814900863,-88068.39991284005,[0.87590485 0.12409515]
Interest Rate Projection - 1st Yr,5,[-0.11602944 -0.28016723],0.12086773399993021,-20.067740095712487,[0.90686436 0.09313564]
Interest Rate Projection - 1st Yr,15,[0.0905637  0.06300778],-0.21472208141323856,-0.23776114678683835,[0.90686436 0.09313564]
Interest Rate Projection - 1st Yr,30,[ 0.14070937 -0.26144727],-0.1975597839000508,-9.939814261798995,[0.90686436 0.09313564]
Interest Rate Projection - 1st Yr,60,[0.00810051 1.00094178],-0.01584405084537456,-10.082161647064865,[0.90686436 0.09313564]
Interest Rate Projection - 2nd Yr,5,[-0.08424618 -0.35954507],0.12086773399993021,-19.62639332968824,[0.89651549 0.10348451]
Interest Rate Projection - 2nd Yr,15,[ 0.2027195  -0.13526752],-0.21472208141323854,-0.9774869279783429,[0.89651549 0.10348451]
Interest Rate Projection - 2nd Yr,30,[ 0.20847799 -0.34368069],-0.19755978390005074,-10.026854270490098,[0.89651549 0.10348451]
Interest Rate Projection - 2nd Yr,60,[0.36126162 0.43614728],-0.015844050845374637,-0.8853370844389417,[0.89651549 0.10348451]
Interest Rate Projection - 3rd Yr,5,[0.06950412 0.        ],0.19266772520643713,0.18000000000000005,[1. 0.]
Interest Rate Projection - 3rd Yr,15,[0.02146395 0.        ],0.18113413253428817,0.18000000000000038,[1. 0.]
Interest Rate Projection - 3rd Yr,30,[0.07849386 0.        ],0.2352140181374339,0.18000000000000016,[1. 0.]
Interest Rate Projection - 3rd Yr,60,[0.46854602 0.        ],0.626003688466649,0.18000000000000005,[1. 0.]
Interest Rate Projection - Current,5,[0.15965684 0.03580517],0.12086773399993019,-1.0644444211611628,[0.77825749 0.22174251]
Interest Rate Projection - Current,15,[ 0.17779907 -0.6450414 ],-0.21472208141323856,-49.15079101746574,[0.77825749 0.22174251]
Interest Rate Projection - Current,30,[ 0.01535562 -0.54557745],-0.19755978390005077,-55.59779987559076,[0.77825749 0.22174251]
Interest Rate Projection - Current,60,[ 0.70147313 -1.60413057],-0.015844050845374644,-35.172513916750624,[0.77825749 0.22174251]
Interest Rate Projection - Longer,5,[0.09708163 0.        ],0.12086773399993019,0.01401787887247119,[1.00000000e+00 8.38734006e-33]
Interest Rate Projection - Longer,15,[0.11225333 0.        ],-0.21472208141323854,0.005941611059465113,[1.00000000e+00 8.38734006e-33]
Interest Rate Projection - Longer,30,[-0.04009662  0.        ],-0.19755978390005074,0.0011912908252698085,[1.00000000e+00 8.38734006e-33]
Interest Rate Projection - Longer,60,[0.54869272 0.        ],-0.01584405084537459,0.01643605089087763,[1.00000000e+00 8.38734006e-33]
JOLTs Job Openings,5,[-0.03956381 -0.08175354],-0.056019801274490064,-37217847390.67502,[0.91625262 0.08374738]
JOLTs Job Openings,15,[-0.02187765 -0.02891347],0.06489172667117903,-3887464382.6010065,[0.91625262 0.08374738]
JOLTs Job Openings,30,[-0.30823788 -0.8610963 ],0.3543735306733529,-197020097925.33792,[0.91625262 0.08374738]
JOLTs Job Openings,60,[-0.41933982 -1.44501572],0.4275023622544099,-277549898090.25854,[0.91625262 0.08374738]
Jobless Claims 4-Week Avg.,5,[-0.0422423  -0.02349065],0.03436783364168793,-546874430.4838895,[0.59092093 0.40907907]
Jobless Claims 4-Week Avg.,15,[-0.06166133 -0.01691938],0.009403060343567162,-92361828.96866816,[0.59092093 0.40907907]
Jobless Claims 4-Week Avg.,30,[-0.09193018 -0.0338527 ],0.0722498312404927,-227958817.18916664,[0.59092093 0.40907907]
Jobless Claims 4-Week Avg.,60,[-0.13261534 -0.06225561],0.12657562814900863,-299697541.9143689,[0.59092093 0.40907907]
M2 Money Supply (MoM),5,[-0.00541582  0.03637794],-0.0002166358658055624,-25.29941059975925,[0.55887386 0.44112614]
M2 Money Supply (MoM),15,[ 0.03060736 -0.03350393],-0.026629696208936897,-8.789080165420868,[0.55887386 0.44112614]
M2 Money Supply (MoM),30,[ 0.01848186 -0.01080636],-0.011292407615798663,-0.979733623967888,[0.55887386 0.44112614]
M2 Money Supply (MoM),60,[ 0.2905472  -0.04378946],0.0852781206004819,-1.9369458107778486,[0.55887386 0.44112614]
MBA 30-Year Mortgage Rate,5,[-0.00997532  0.01210531],-0.016807706569674924,-0.126288877762478,[0.5519321 0.4480679]
MBA 30-Year Mortgage Rate,15,[-0.03198419  0.03734143],-0.015840599267633773,-0.40491809041355076,[0.5519321 0.4480679]
MBA 30-Year Mortgage Rate,30,[-0.04317168  0.05621979],0.029261436201588335,-0.523467132719764,[0.5519321 0.4480679]
MBA 30-Year Mortgage Rate,60,[ 0.01441885 -0.00171108],0.00889482886738658,-0.00038593507802731075,[0.5519321 0.4480679]
MBA Mortgage Applications (WoW),5,[-0.03987773  0.08486328],-0.016807706569674927,-4.059840334944118,[0.83332602 0.16667398]
MBA Mortgage Applications (WoW),15,[-0.04672084  0.08994109],-0.015840599267633777,-1.5222251265886846,[0.83332602 0.16667398]
MBA Mortgage Applications (WoW),30,[-0.08474473  0.04589337],0.029261436201588335,-0.41637351304399006,[0.83332602 0.16667398]
MBA Mortgage Applications (WoW),60,[-0.08371329 -0.04802848],0.008894828867386581,-0.8467589255254062,[0.83332602 0.16667398]
Manufacturing Payrolls,5,[ 0.05715085 -0.06158361],-0.11106643366189306,-3168242.4375189543,[0.92893817 0.07106183]
Manufacturing Payrolls,15,[-0.08833445 -0.10446007],0.006780194980258133,-65154183.343237855,[0.92893817 0.07106183]
Manufacturing Payrolls,30,[-0.1390086   0.14085584],-0.0704475297186922,-4518003.209186195,[0.92893817 0.07106183]
Manufacturing Payrolls,60,[-0.07321368 -0.14990228],-0.07975085172480989,-22170367.86750378,[0.92893817 0.07106183]
Manufacturing Production (MoM),5,[-0.02560997  0.09405799],-0.022049978380740992,0.054162433827903644,[0.79492342 0.20507658]
Manufacturing Production (MoM),15,[0.03371523 0.04142   ],-0.03293172190153074,-0.04066971986963508,[0.79492342 0.20507658]
Manufacturing Production (MoM),30,[-0.02583576 -0.29730342],0.011405073068260966,-0.05309431533583764,[0.79492342 0.20507658]
Manufacturing Production (MoM),60,[-0.0197178 -0.1660658],0.07871620400560689,-0.053849859894576024,[0.79492342 0.20507658]
Michigan 1-Year Inflation Expectations,5,[-0.06761131  0.0952675 ],0.020049315886807955,0.23144701968801318,[0.58376996 0.41623004]
Michigan 1-Year Inflation Expectations,15,[-0.05182963  0.17662126],0.06107685821536794,0.08842280136687419,[0.58376996 0.41623004]
Michigan 1-Year Inflation Expectations,30,[-0.01474605  0.23610994],0.05959100560737903,-0.029020050170525113,[0.58376996 0.41623004]
Michigan 1-Year Inflation Expectations,60,[0.11291629 0.22666131],-0.08817094051668312,-0.22366673419458705,[0.58376996 0.41623004]
Michigan 5-Year Inflation Expectations,5,[0.06351683 0.10564795],0.02004931588680796,0.23749010181517494,[0.58665061 0.41334939]
Michigan 5-Year Inflation Expectations,15,[0.13763837 0.08537621],0.06107685821536795,0.12428850712772888,[0.58665061 0.41334939]
Michigan 5-Year Inflation Expectations,30,[0.11856632 0.13182902],0.05959100560737904,0.10365812308275146,[0.58665061 0.41334939]
Michigan 5-Year Inflation Expectations,60,[0.02371126 0.10754628],-0.08817094051668312,0.011005634323383084,[0.58665061 0.41334939]
Michigan Consumer Expectations,5,[ 0.01951432 -0.02084239],0.020049315886807955,-0.039012131862739,[0.85184222 0.14815778]
Michigan Consumer Expectations,15,[-0.03611976 -0.21992272],0.06107685821536794,-3.4358015401936077,[0.85184222 0.14815778]
Michigan Consumer Expectations,30,[ 0.05653185 -0.05683664],0.05959100560737904,-0.06057595180904363,[0.85184222 0.14815778]
Michigan Consumer Expectations,60,[ 0.16877182 -0.07955123],-0.0881709405166831,-0.37266959937864774,[0.85184222 0.14815778]
Michigan Consumer Sentiment,5,[0.0327929 0.0310992],0.02004931588680796,-0.5728833633422938,[0.82881832 0.17118168]
Michigan Consumer Sentiment,15,[-0.00514618  0.22583539],0.06107685821536795,-2.821572940039872,[0.82881832 0.17118168]
Michigan Consumer Sentiment,30,[0.09858599 0.05333599],0.05959100560737904,-0.6440345906785316,[0.82881832 0.17118168]
Michigan Consumer Sentiment,60,[0.21374003 0.08996595],-0.0881709405166831,-1.3699060924947837,[0.82881832 0.17118168]
Michigan Current Conditions,5,[0.04009591 0.04130214],0.02004931588680795,-1.2370299899740576,[0.79872068 0.20127932]
Michigan Current Conditions,15,[0.04094888 0.14737723],0.06107685821536794,-2.2993529606215146,[0.79872068 0.20127932]
Michigan Current Conditions,30,[0.15785189 0.07353217],0.059591005607379025,-1.9494199747754228,[0.79872068 0.20127932]
Michigan Current Conditions,60,[0.24517221 0.01556086],-0.08817094051668313,-1.5793336224682641,[0.79872068 0.20127932]
NAHB Housing Market Index,5,[0.00480408 0.47430079],-0.012075965804879548,-50.879037658367835,[0.98509347 0.01490653]
NAHB Housing Market Index,15,[0.0023036  0.33315352],0.020491514694869113,-16.17185693094256,[0.98509347 0.01490653]
NAHB Housing Market Index,30,[ 0.05816354 -0.10440492],-0.10823138465674034,-0.01564328024486339,[0.98509347 0.01490653]
NAHB Housing Market Index,60,[ 0.0919504  -0.83518153],-0.494715671340999,-10.056854071765462,[0.98509347 0.01490653]
New Home Sales,5,[-0.06116831  0.29759897],0.052993146491979566,-1196259200.2521963,[0.96782995 0.03217005]
New Home Sales,15,[ 0.00578521 -0.40390053],0.16471406142482967,-2020163229.5949643,[0.96782995 0.03217005]
New Home Sales,30,[ 0.00582778 -0.53671188],0.22657614773027301,-1818885046.00564,[0.96782995 0.03217005]
New Home Sales,60,[ 0.07274876 -1.21707287],0.4353496215749077,-2174344223.682853,[0.96782995 0.03217005]
New Home Sales (MoM),5,[0.05980654 0.15634606],0.05299314649197953,-14.875905220650688,[0.8820267 0.1179733]
New Home Sales (MoM),15,[-0.0866041   0.32893912],0.16471406142482972,-28.54531621381024,[0.8820267 0.1179733]
New Home Sales (MoM),30,[-0.12157675  0.31946021],0.22657614773027307,-12.813712125677215,[0.8820267 0.1179733]
New Home Sales (MoM),60,[-0.23803792  0.44409448],0.4353496215749078,-5.853049900965233,[0.8820267 0.1179733]
Nonfarm Payrolls,5,[ 0.0197025  -0.13505127],-0.11106643366189306,-4784208259.162634,[0.83884286 0.16115714]
Nonfarm Payrolls,15,[-0.03343416  0.2099117 ],0.00678019498025813,-9552322364.597076,[0.83884286 0.16115714]
Nonfarm Payrolls,30,[-0.09458813 -0.09527876],-0.0704475297186922,-2005207322.0185564,[0.83884286 0.16115714]
Nonfarm Payrolls,60,[ 0.01366837 -0.18257062],-0.07975085172480989,-1940786013.5364282,[0.83884286 0.16115714]
Nonfarm Productivity,5,[-0.04225007  0.00105163],0.00282024570810759,0.025154667354058247,[0.64866462 0.35133538]
Nonfarm Productivity,15,[-0.02644308 -0.05649804],-0.04446017042536931,-0.029751919992652365,[0.64866462 0.35133538]
Nonfarm Productivity,30,[-0.02586513  0.0142912 ],-0.05011916409256012,0.01657855940131303,[0.64866462 0.35133538]
Nonfarm Productivity,60,[-0.0885702   0.09224911],0.01838863197855046,0.04445405633768629,[0.64866462 0.35133538]
PCE Price index (YoY),5,[0.01020326 0.03151797],0.027932342608768736,-0.09875624165054253,[0.67906029 0.32093971]
PCE Price index (YoY),15,[-0.00384341  0.016357  ],0.03924728798092977,-0.026336767601454092,[0.67906029 0.32093971]
PCE Price index (YoY),30,[-0.03854937  0.02108911],-0.020752492006548544,-0.03524687930131476,[0.67906029 0.32093971]
PCE Price index (YoY),60,[0.02933245 0.03020971],0.02910416152398717,-0.0036264749259811158,[0.67906029 0.32093971]
PCE Prices,5,[-0.00792662  0.06216172],0.06121939622794392,-0.3235201597371733,[0.57993884 0.42006116]
PCE Prices,15,[-0.04406321  0.06706695],-0.05928875061455666,-0.4343511522549335,[0.57993884 0.42006116]
PCE Prices,30,[-0.09510508  0.08876801],0.03688919899377395,-0.29543822817163967,[0.57993884 0.42006116]
PCE Prices,60,[-0.19091182  0.23211589],-0.031925205964308125,-0.8852103383417294,[0.57993884 0.42006116]
PCE price index (MoM),5,[0.00652003 0.01626775],0.027932342608768736,-0.003845350452504892,[0.8466133 0.1533867]
PCE price index (MoM),15,[-0.02242455  0.12760449],0.039247287980929774,0.0566027653332114,[0.8466133 0.1533867]
PCE price index (MoM),30,[-0.09047675 -0.11290071],-0.02075249200654855,-0.07804368448572285,[0.8466133 0.1533867]
PCE price index (MoM),60,[ 0.00821631 -0.20927815],0.02910416152398716,0.009773000384921127,[0.8466133 0.1533867]
PPI (MoM),5,[-0.00454191 -0.07801813],-0.04166220666444314,0.0022793756392639475,[0.90984131 0.09015869]
PPI (MoM),15,[0.11740505 0.48654886],-0.14330460074067491,0.08201126761239341,[0.90984131 0.09015869]
PPI (MoM),30,[0.04331935 0.3747395 ],0.061888005799684516,0.03956586194519662,[0.90984131 0.09015869]
PPI (MoM),60,[0.06895495 0.22394904],0.02411948041730448,0.04781035813515622,[0.90984131 0.09015869]
PPI (YoY),5,[-0.05173428 -0.05449346],-0.04166220666444314,-0.34511904457273435,[0.8157045 0.1842955]
PPI (YoY),15,[-0.17359318  0.07470253],-0.1433046007406749,-0.1694337151077232,[0.8157045 0.1842955]
PPI (YoY),30,[-0.05462982 -0.1156853 ],0.061888005799684544,-0.1396981010969358,[0.8157045 0.1842955]
PPI (YoY),60,[-0.02129552 -0.24438406],0.024119480417304502,-0.05465981665841513,[0.8157045 0.1842955]
PPI ex. Food/Energy/Transport (MoM),5,[0.02722093 0.05319127],-0.04166220666444314,0.02134588002245663,[0.790849 0.209151]
PPI ex. Food/Energy/Transport (MoM),15,[ 0.03353609 -0.35186949],-0.14330460074067491,0.00816756187689116,[0.790849 0.209151]
PPI ex. Food/Energy/Transport (MoM),30,[-0.05607679 -0.07133255],0.06188800579968453,0.017453132776135916,[0.790849 0.209151]
PPI ex. Food/Energy/Transport (MoM),60,[-0.10288619  0.13492945],0.0241194804173045,0.009438606930844418,[0.790849 0.209151]
PPI ex. Food/Energy/Transport (YoY),5,[-0.06253902  0.02389607],-0.04166220666444315,-0.1777777730591792,[0.63434085 0.36565915]
PPI ex. Food/Energy/Transport (YoY),15,[0.12463012 0.18172842],-0.1433046007406749,-1.188995521425079,[0.63434085 0.36565915]
PPI ex. Food/Energy/Transport (YoY),30,[0.03249939 0.13100003],0.06188800579968454,-1.3323819863595694,[0.63434085 0.36565915]
PPI ex. Food/Energy/Transport (YoY),60,[-0.06786567  0.06491672],0.0241194804173045,-0.2491268654592398,[0.63434085 0.36565915]
Participation Rate,5,[ 0.02660232 -0.00247927],-0.11106643366189306,-0.08806344421186196,[0.58509108 0.41490892]
Participation Rate,15,[-0.05686759  0.04092722],0.006780194980258139,-33.504354028752566,[0.58509108 0.41490892]
Participation Rate,30,[ 0.08802605 -0.10568851],-0.07044752971869221,-72.16575790914062,[0.58509108 0.41490892]
Participation Rate,60,[-0.02339971 -0.11684439],-0.07975085172480989,-72.5799832371948,[0.58509108 0.41490892]
Payrolls Benchmark,5,[-4.69320037e-02 -5.11310335e-35],0.048175169702755885,-32560.724963468532,[1.00000000e+00 2.81351049e-34]
Payrolls Benchmark,15,[-1.62024813e-01 -1.76521254e-34],-0.05967670294992599,-32560.724963468514,[1.00000000e+00 2.81351049e-34]
Payrolls Benchmark,30,[-1.68963576e-01 -1.84080831e-34],-0.28828732292329423,-32560.724963468536,[1.00000000e+00 2.81351049e-34]
Payrolls Benchmark,60,[-1.25559905e-01 -1.36793812e-34],-0.015829807812296703,-32560.724963468547,[1.00000000e+00 2.81351049e-34]
"Payrolls Benchmark, n.s.a.",5,[0.02063404 0.12796508],0.07791190242886195,-424995005361.86456,[0.87918477 0.12081523]
"Payrolls Benchmark, n.s.a.",15,[0.14984104 0.05414184],-0.11059373387170819,-11563915099.062326,[0.87918477 0.12081523]
"Payrolls Benchmark, n.s.a.",30,[0.05310909 0.56513025],-0.1398542656132176,-484310577988.0393,[0.87918477 0.12081523]
"Payrolls Benchmark, n.s.a.",60,[0.06249487 0.3063954 ],0.04948073705916014,-383345870985.6379,[0.87918477 0.12081523]
Pending Home Sales (MoM),5,[ 0.00413216 -0.00835247],0.06904701721667811,-0.014702674192164533,[0.94955874 0.05044126]
Pending Home Sales (MoM),15,[ 0.00738441 -0.10581922],0.08065616940960617,-1.8374553466364705,[0.94955874 0.05044126]
Pending Home Sales (MoM),30,[ 0.00146478 -0.355892  ],0.0011519207479743323,-19.05908664024426,[0.94955874 0.05044126]
Pending Home Sales (MoM),60,[ 0.01031047 -0.48114286],-0.13531585577697525,-11.7153338319467,[0.94955874 0.05044126]
Pending Home Sales Index,5,[ 0.05202188 -0.04905906],0.06904701721667811,-456.5123597648665,[0.72689242 0.27310758]
Pending Home Sales Index,15,[0.06424983 0.0008019 ],0.08065616940960615,-0.28131311475090226,[0.72689242 0.27310758]
Pending Home Sales Index,30,[-0.03511788  0.07065164],0.0011519207479743017,-355.5284199364568,[0.72689242 0.27310758]
Pending Home Sales Index,60,[-0.17401016 -0.01144987],-0.1353158557769753,-3.9570786445891164,[0.72689242 0.27310758]
Personal Income (MoM),5,[ 0.04412269 -0.06487558],0.027932342608768732,-0.09389485115066498,[0.72087587 0.27912413]
Personal Income (MoM),15,[ 0.0614885  -0.05769748],0.03924728798092977,-0.028175348999498917,[0.72087587 0.27912413]
Personal Income (MoM),30,[ 0.12885757 -0.04565194],-0.020752492006548547,0.042536903962853034,[0.72087587 0.27912413]
Personal Income (MoM),60,[ 0.17927836 -0.26998233],0.029104161523987163,-0.1106292236521138,[0.72087587 0.27912413]
Personal Spending (MoM),5,[-0.02563082 -0.1405137 ],0.027932342608768736,0.06741494356754052,[0.91823781 0.08176219]
Personal Spending (MoM),15,[-0.04181581 -0.08140649],0.03924728798092977,0.09457536711796066,[0.91823781 0.08176219]
Personal Spending (MoM),30,[-0.0031382  -0.07406562],-0.020752492006548547,5.0438988782985916e-05,[0.91823781 0.08176219]
Personal Spending (MoM),60,[-0.09602114  0.25386358],0.029104161523987166,0.04432695662077035,[0.91823781 0.08176219]
Private Nonfarm Payrolls,5,[ 0.01252787 -0.08169374],-0.11106643366189306,-1068351328.6463084,[0.85331433 0.14668567]
Private Nonfarm Payrolls,15,[-0.04423544  0.18055567],0.006780194980258131,-3942062992.3308196,[0.85331433 0.14668567]
Private Nonfarm Payrolls,30,[-0.08830789 -0.04409518],-0.0704475297186922,-656334686.0903118,[0.85331433 0.14668567]
