Event,Time_Delta,Coefficients,Intercept,R_squared
Industrial Production (YoY),30,[-0.05925239  0.01528076],0.01140507306826097,0.01977726487010001
Industrial Production (YoY),60,[-0.0650152   0.04453916],0.07871620400560689,0.08029107477997999
Initial Jobless Claims,5,[-0.01480467 -0.03205734],0.03436783364168793,0.021740727549813266
Initial Jobless Claims,15,[-0.02970787 -0.0058717 ],0.009403060343567164,0.016846606212587822
Initial Jobless Claims,30,[-0.02402293 -0.00968875],0.0722498312404927,0.00686855408978726
Initial Jobless Claims,60,[-0.02277973  0.01569988],0.12657562814900863,0.0025013300420061446
Interest Rate Projection - 1st Yr,5,[-0.1045056  -0.13510482],0.12086773399993021,0.4667737304598384
Interest Rate Projection - 1st Yr,15,[0.08156907 0.03038419],-0.21472208141323856,0.06478804903476454
Interest Rate Projection - 1st Yr,30,[ 0.12673436 -0.12607751],-0.19755978390005077,0.2991912662853363
Interest Rate Projection - 1st Yr,60,[0.00729598 0.48268334],-0.015844050845374578,0.06715492016843871
Interest Rate Projection - 2nd Yr,5,[-0.07579211 -0.182851  ],0.1208677339999302,0.44018178675585407
Interest Rate Projection - 2nd Yr,15,[ 0.18237667 -0.06879194],-0.21472208141323854,0.3216649904701364
Interest Rate Projection - 2nd Yr,30,[ 0.18755729 -0.17478298],-0.19755978390005074,0.6379722493914686
Interest Rate Projection - 2nd Yr,60,[0.32500914 0.22180798],-0.01584405084537462,0.1284621308995466
Interest Rate Projection - 3rd Yr,5,[0.04633608 0.        ],0.19266772520643713,0.888888888888889
Interest Rate Projection - 3rd Yr,15,[0.0143093 0.       ],0.18113413253428817,0.8888888888888888
Interest Rate Projection - 3rd Yr,30,[0.05232924 0.        ],0.2352140181374339,0.888888888888889
Interest Rate Projection - 3rd Yr,60,[0.31236401 0.        ],0.6260036884666491,0.888888888888889
Interest Rate Projection - Current,5,[0.14147802 0.02467665],0.12086773399993019,0.5309692026521418
Interest Rate Projection - Current,15,[ 0.15755454 -0.44455767],-0.21472208141323856,0.9133211920303914
Interest Rate Projection - Current,30,[ 0.0136072  -0.37600786],-0.19755978390005074,0.7975020405652952
Interest Rate Projection - Current,60,[ 0.62160212 -1.10555469],-0.01584405084537463,0.8777823676217931
Interest Rate Projection - Longer,5,[8.82560285e-02 5.00437204e-17],0.12086773399993019,0.25017803256447757
Interest Rate Projection - Longer,15,[ 1.02048478e-01 -2.22083046e-16],-0.21472208141323854,0.1060403345358828
Interest Rate Projection - Longer,30,[-3.64514710e-02 -1.74678334e-16],-0.19755978390005074,0.02126104795094086
Interest Rate Projection - Longer,60,[ 4.98811560e-01 -6.37317527e-16],-0.01584405084537459,0.2933353121694179
JOLTs Job Openings,5,[-0.03825894 -0.05953739],-0.056019801274490064,0.06533469777265977
JOLTs Job Openings,15,[-0.02115609 -0.02105637],0.06489172667117903,0.010362070139947943
JOLTs Job Openings,30,[-0.29807175 -0.62709741],0.3543735306733529,0.26913792058713026
JOLTs Job Openings,60,[-0.40550939 -1.05233945],0.42750236225440985,0.32790340759105874
Jobless Claims 4-Week Avg.,5,[-0.04173056 -0.02308178],0.03436783364168793,0.08243170092935104
Jobless Claims 4-Week Avg.,15,[-0.06091435 -0.01662489],0.009403060343567162,0.050362471178462154
Jobless Claims 4-Week Avg.,30,[-0.09081651 -0.03326348],0.0722498312404927,0.07120566303799059
Jobless Claims 4-Week Avg.,60,[-0.1310088  -0.06117201],0.12657562814900863,0.06037005338998225
M2 Money Supply (MoM),5,[-0.00512903  0.03397136],-0.0002166358658055624,0.05220653052275315
M2 Money Supply (MoM),15,[ 0.02898654 -0.03128748],-0.026629696208936897,0.03619809246224093
M2 Money Supply (MoM),30,[ 0.01750315 -0.01009146],-0.011292407615798663,0.009196417101309251
M2 Money Supply (MoM),60,[ 0.27516128 -0.04089257],0.0852781206004819,0.21184603177737016
MBA 30-Year Mortgage Rate,5,[-0.00984418  0.01190986],-0.016807706569674924,0.004383350851406065
MBA 30-Year Mortgage Rate,15,[-0.0315637   0.03673854],-0.015840599267633773,0.014581123199181367
MBA 30-Year Mortgage Rate,30,[-0.0426041   0.05531211],0.029261436201588335,0.01705494270739516
MBA 30-Year Mortgage Rate,60,[ 0.01422928 -0.00168345],0.00889482886738658,0.0006110657877511638
MBA Mortgage Applications (WoW),5,[-0.03952894  0.08127766],-0.016807706569674927,0.09174708628977368
MBA Mortgage Applications (WoW),15,[-0.0463122   0.08614092],-0.015840599267633777,0.038806071140404796
MBA Mortgage Applications (WoW),30,[-0.08400352  0.04395429],0.029261436201588335,0.04419890659690062
MBA Mortgage Applications (WoW),60,[-0.0829811 -0.0459992],0.008894828867386581,0.03277138272143776
Manufacturing Payrolls,5,[ 0.05529084 -0.04277359],-0.11106643366189306,0.14020259948344138
Manufacturing Payrolls,15,[-0.08545955 -0.07255392],0.006780194980258133,0.2844853047703131
Manufacturing Payrolls,30,[-0.13448447  0.09783301],-0.0704475297186922,0.21680199936184652
Manufacturing Payrolls,60,[-0.07083089 -0.10411631],-0.07975085172480989,0.05705018560554065
Manufacturing Production (MoM),5,[-0.02464127  0.08162049],-0.022049978380740992,0.18913472873858428
Manufacturing Production (MoM),15,[0.03243995 0.03594294],-0.03293172190153074,0.03379414324338337
Manufacturing Production (MoM),30,[-0.02485852 -0.25799032],0.011405073068260966,0.17035271636500526
Manufacturing Production (MoM),60,[-0.01897198 -0.14410654],0.07871620400560689,0.13419785059789646
Michigan 1-Year Inflation Expectations,5,[-0.06579349  0.09171357],0.020049315886807955,0.2764730202079313
Michigan 1-Year Inflation Expectations,15,[-0.05043612  0.17003245],0.06107685821536794,0.18068980813265823
Michigan 1-Year Inflation Expectations,30,[-0.01434959  0.22730193],0.05959100560737903,0.1904503197463684
Michigan 1-Year Inflation Expectations,60,[0.1098804  0.21820578],-0.08817094051668312,0.12116418791511385
Michigan 5-Year Inflation Expectations,5,[0.06181727 0.10168035],0.02004931588680796,0.2993632898935613
Michigan 5-Year Inflation Expectations,15,[0.13395548 0.08216992],0.06107685821536795,0.17548203166513465
Michigan 5-Year Inflation Expectations,30,[0.11539375 0.12687819],0.05959100560737904,0.1260047315400451
Michigan 5-Year Inflation Expectations,60,[0.0230768  0.10350738],-0.08817094051668312,0.021477869469864186
Michigan Consumer Expectations,5,[ 0.01915169 -0.01879617],0.020049315886807955,0.016660241341751925
Michigan Consumer Expectations,15,[-0.03544857 -0.19833157],0.06107685821536794,0.10204465254821316
Michigan Consumer Expectations,30,[ 0.05548135 -0.05125664],0.05959100560737904,0.026120471504180176
Michigan Consumer Expectations,60,[ 0.16563562 -0.0717412 ],-0.0881709405166831,0.1059809853392153
Michigan Consumer Sentiment,5,[0.03216692 0.02842129],0.020049315886807955,0.045311190385908806
Michigan Consumer Sentiment,15,[-0.00504794  0.20638906],0.06107685821536795,0.1080131265360954
Michigan Consumer Sentiment,30,[0.09670411 0.04874331],0.05959100560737904,0.06977523948251696
Michigan Consumer Sentiment,60,[0.20965999 0.08221913],-0.08817094051668312,0.16507285856544496
Michigan Current Conditions,5,[0.03930226 0.03823802],0.02004931588680795,0.06977467111428381
Michigan Current Conditions,15,[0.04013835 0.13644365],0.06107685821536794,0.07069932554670588
Michigan Current Conditions,30,[0.15472739 0.06807699],0.059591005607379025,0.17146877918644288
Michigan Current Conditions,60,[0.2403193  0.01440643],-0.08817094051668313,0.20216636968285817
NAHB Housing Market Index,5,[0.00465636 0.15317832],-0.012075965804879536,0.05204043503529365
NAHB Housing Market Index,15,[0.00223277 0.10759395],0.020491514694869123,0.016584133119237454
NAHB Housing Market Index,30,[ 0.05637516 -0.0337182 ],-0.10823138465674034,0.044005549543762124
NAHB Housing Market Index,60,[ 0.08912315 -0.26972694],-0.49471567134099903,0.0367695728177998
New Home Sales,5,[-0.05925504  0.15095815],0.05299314649197955,0.10828766051226013
New Home Sales,15,[ 0.00560426 -0.20487999],0.1647140614248297,0.045872396222209955
New Home Sales,30,[ 0.00564549 -0.27224903],0.22657614773027304,0.04088103814132937
New Home Sales,60,[ 0.07047327 -0.61736459],0.43534962157490775,0.06124640620180377
New Home Sales (MoM),5,[0.05776011 0.12360443],0.05299314649197953,0.11078926462763605
New Home Sales (MoM),15,[-0.08364073  0.26005345],0.16471406142482972,0.21541141412737674
New Home Sales (MoM),30,[-0.1174167   0.25255959],0.22657614773027307,0.1422690989987524
New Home Sales (MoM),60,[-0.22989287  0.35109324],0.4353496215749078,0.10727931941031765
Nonfarm Payrolls,5,[ 0.01899487 -0.11311678],-0.11106643366189306,0.1364240032929288
Nonfarm Payrolls,15,[-0.03223334  0.17581868],0.0067801949802581305,0.2811310775903386
Nonfarm Payrolls,30,[-0.09119093 -0.07980396],-0.0704475297186922,0.10066979369379225
Nonfarm Payrolls,60,[ 0.01317746 -0.15291823],-0.07975085172480989,0.047852101438874084
Nonfarm Productivity,5,[-0.03922644  0.00092061],0.00282024570810759,0.13060356605482626
Nonfarm Productivity,15,[-0.02455068 -0.04945928],-0.04446017042536931,0.09134001015485604
Nonfarm Productivity,30,[-0.02401409  0.01251075],-0.05011916409256012,0.03176244127921235
Nonfarm Productivity,60,[-0.08223167  0.08075634],0.01838863197855046,0.06861999991416157
PCE Price index (YoY),5,[0.00975437 0.02872136],0.027932342608768736,0.04893016414331974
PCE Price index (YoY),15,[-0.00367432  0.01490563],0.03924728798092977,0.006961466841333919
PCE Price index (YoY),30,[-0.03685339  0.01921786],-0.020752492006548544,0.020788840892880134
PCE Price index (YoY),60,[0.02804197 0.02752918],0.02910416152398717,0.007481305555404605
PCE Prices,5,[-0.00752134  0.05785747],0.06121939622794392,0.08174384718961414
PCE Prices,15,[-0.04181026  0.06242306],-0.05928875061455666,0.13318571781052047
PCE Prices,30,[-0.09024237  0.08262147],0.03688919899377395,0.13035545447043473
PCE Prices,60,[-0.18115053  0.21604356],-0.031925205964308125,0.31170877243021533
PCE price index (MoM),5,[0.00628793 0.01351441],0.027932342608768736,0.009533230651707303
PCE price index (MoM),15,[-0.02162628  0.10600727],0.039247287980929774,0.2084874876494941
PCE price index (MoM),30,[-0.08725598 -0.09379212],-0.02075249200654855,0.1596246102534965
PCE price index (MoM),60,[ 0.00792383 -0.17385755],0.02910416152398716,0.0563638500343967
PPI (MoM),5,[-0.00439109 -0.05793665],-0.04166220666444315,0.029858604870840133
PPI (MoM),15,[0.11350648 0.36131358],-0.14330460074067491,0.20265842917606802
PPI (MoM),30,[0.04188088 0.2782834 ],0.06188800579968452,0.19500355051146
PPI (MoM),60,[0.06666522 0.16630566],0.02411948041730448,0.10333221962998396
PPI (YoY),5,[-0.04982544 -0.04659294],-0.04166220666444314,0.15267264567972338
PPI (YoY),15,[-0.16718812  0.06387208],-0.1433046007406749,0.15956063378426866
PPI (YoY),30,[-0.05261415 -0.09891313],0.061888005799684544,0.06985155765878626
PPI (YoY),60,[-0.02050978 -0.20895302],0.024119480417304502,0.13479509100349862
PPI ex. Food/Energy/Transport (MoM),5,[0.02618619 0.04627687],-0.04166220666444314,0.06559524340390033
PPI ex. Food/Energy/Transport (MoM),15,[ 0.0322613  -0.30612957],-0.14330460074067491,0.1645041374079147
PPI ex. Food/Energy/Transport (MoM),30,[-0.05394518 -0.06205995],0.06188800579968453,0.05087934658967286
PPI ex. Food/Energy/Transport (MoM),60,[-0.09897523  0.11738981],0.0241194804173045,0.14638308525862553
PPI ex. Food/Energy/Transport (YoY),5,[-0.05960277  0.02201465],-0.04166220666444315,0.1508203295391668
PPI ex. Food/Energy/Transport (YoY),15,[0.11877864 0.16742033],-0.1433046007406749,0.13632118963073037
PPI ex. Food/Energy/Transport (YoY),30,[0.03097352 0.12068595],0.06188800579968454,0.09953263733015805
PPI ex. Food/Energy/Transport (YoY),60,[-0.06467932  0.05980561],0.0241194804173045,0.05378060667155926
Participation Rate,5,[ 0.02525352 -0.00230561],-0.11106643366189306,0.01778749782950828
Participation Rate,15,[-0.05398427  0.03806059],0.006780194980258139,0.0923535785692573
Participation Rate,30,[ 0.08356291 -0.09828585],-0.07044752971869221,0.10308527192094274
Participation Rate,60,[-0.02221329 -0.10866034],-0.07975085172480989,0.052914320750237276
Payrolls Benchmark,5,[-3.75456029e-02 -4.09048268e-35],0.04817516970275588,0.96
Payrolls Benchmark,15,[-1.29619851e-01 -1.41217003e-34],-0.059676702949926,0.96
Payrolls Benchmark,30,[-1.35170861e-01 -1.47264665e-34],-0.28828732292329423,0.96
Payrolls Benchmark,60,[-1.00447924e-01 -1.09435050e-34],-0.01582980781229671,0.96
"Payrolls Benchmark, n.s.a.",5,[0.01734581 0.05377776],0.07791190242886195,0.7133296318218851
"Payrolls Benchmark, n.s.a.",15,[0.12596241 0.02275329],-0.1105937338717082,0.9691282534528637
"Payrolls Benchmark, n.s.a.",30,[0.04464564 0.23749788],-0.13985426561321762,0.6826568941303874
"Payrolls Benchmark, n.s.a.",60,[0.0525357  0.12876369],0.04948073705916012,0.7361006188882913
Pending Home Sales (MoM),5,[ 0.0040005  -0.00515733],0.06904701721667811,0.0012501777121389779
Pending Home Sales (MoM),15,[ 0.00714913 -0.06533936],0.08065616940960615,0.015458985104981338
Pending Home Sales (MoM),30,[ 0.00141811 -0.21974984],0.0011519207479743204,0.13297732709571652
Pending Home Sales (MoM),60,[ 0.00998197 -0.2970875 ],-0.13531585577697527,0.08440844144368276
Pending Home Sales Index,5,[ 0.04987758 -0.04402191],0.06904701721667811,0.17021143246717896
Pending Home Sales Index,15,[0.0616015  0.00071957],0.08065616940960615,0.08674064787677971
Pending Home Sales Index,30,[-0.03367035  0.06339746],0.0011519207479743017,0.05468810397876789
Pending Home Sales Index,60,[-0.1668376  -0.01027426],-0.1353158557769753,0.18449035244486656
Personal Income (MoM),5,[ 0.04228944 -0.05834359],0.027932342608768736,0.324275660336368
Personal Income (MoM),15,[ 0.05893372 -0.05188821],0.03924728798092977,0.2662077032979223
Personal Income (MoM),30,[ 0.12350368 -0.04105548],-0.020752492006548547,0.2266538875466373
Personal Income (MoM),60,[ 0.17182954 -0.24279917],0.029104161523987163,0.3704923134900219
Personal Spending (MoM),5,[-0.02478724 -0.10165902],0.027932342608768736,0.2647787985076222
Personal Spending (MoM),15,[-0.04043955 -0.05889606],0.03924728798092977,0.1538682984020031
Personal Spending (MoM),30,[-0.00303491 -0.05358508],-0.020752492006548547,0.0076595335105182905
Personal Spending (MoM),60,[-0.09286085  0.18366552],0.029104161523987166,0.11408314088965266
Private Nonfarm Payrolls,5,[ 0.01208528 -0.06734625],-0.11106643366189306,0.046339044055124234
Private Nonfarm Payrolls,15,[-0.04267268  0.14884553],0.006780194980258132,0.22569234389566517
Private Nonfarm Payrolls,30,[-0.08518813 -0.03635095],-0.0704475297186922,0.07812826322838085
Private Nonfarm Payrolls,60,[-0.0013846  -0.05966253],-0.07975085172480989,0.006630583597829309
Real Consumer Spending,5,[ 0.01363111 -0.00930215],0.06121939622794392,0.008824626959749726
Real Consumer Spending,15,[ 0.03596826 -0.02515081],-0.05928875061455666,0.05546753251533498
Real Consumer Spending,30,[ 0.07144476 -0.0348573 ],0.03688919899377395,0.06939462315273148
Real Consumer Spending,60,[ 0.12594936 -0.20434247],-0.03192520596430813,0.18485116711176652
Real Earnings (MoM),5,[-0.04274955  0.06144617],-0.0026839868666128056,0.03910171693279074
Real Earnings (MoM),15,[0.03315015 0.59159877],-0.004496124692245246,0.2507866590754244
Real Earnings (MoM),30,[0.09541171 1.12053353],0.2553729642316617,0.20453188215712836
Real Earnings (MoM),60,[-0.09288783  1.21680336],0.04202149225334612,0.2728491365749356
Real Personal Consumption (MoM),5,[-0.01927574 -0.08059919],0.027932342608768732,0.20909332298183414
Real Personal Consumption (MoM),15,[-0.02811459 -0.01642161],0.03924728798092977,0.057343104599050565
Real Personal Consumption (MoM),30,[-0.0145345  -0.02817801],-0.020752492006548547,0.006427548402830774
Real Personal Consumption (MoM),60,[-0.14982991  0.0511674 ],0.029104161523987173,0.18200436970077138
Retail Control (MoM),5,[-0.01642734  0.00968417],0.013557923209082732,0.02032346497807802
Retail Control (MoM),15,[-0.21586783 -0.54422318],-0.052070416366224656,0.5170801077950442
Retail Control (MoM),30,[-0.05545377 -0.19755944],0.04710237786596932,0.10839546549680867
Retail Control (MoM),60,[ 0.05213701 -0.07410883],0.22383132460377447,0.02250963026024544
Retail Inventories Ex Auto,5,[0.0524113  0.00795477],0.05349824237239348,0.06004956364156466
Retail Inventories Ex Auto,15,[0.04450029 0.00589352],0.0023360276441213414,0.03281642589572986
Retail Inventories Ex Auto,30,[0.12342827 0.01251484],-0.013796494887037318,0.10925254978562471
Retail Inventories Ex Auto,60,[ 0.18126465 -0.08143007],-0.1752873514772004,0.08020589768506836
Retail Sales (MoM),5,[ 0.01401205 -0.02080206],0.013557923209082732,0.021317425033447912
Retail Sales (MoM),15,[ 0.19715944 -0.58073217],-0.052070416366224656,0.5760481165789693
Retail Sales (MoM),30,[ 0.03023085 -0.2200978 ],0.047102377865969325,0.12476265050850033
Retail Sales (MoM),60,[0.02862878 0.01149136],0.22383132460377447,0.004643647215388791
Retail Sales (YoY),5,[-0.02939709 -0.06890693],0.013557923209082732,0.177985122591112
Retail Sales (YoY),15,[-0.09197368 -0.36243551],-0.05207041636622467,0.2577352470061566
Retail Sales (YoY),30,[-0.11444471 -0.10793796],0.04710237786596931,0.1390810070774957
Retail Sales (YoY),60,[-0.06102641  0.03425998],0.22383132460377447,0.020352157535327153
Retail Sales Ex Gas/Autos (MoM),5,[ 0.01376376 -0.06858792],0.013557923209082737,0.07894723186896624
Retail Sales Ex Gas/Autos (MoM),15,[ 0.23074364 -0.67559403],-0.052070416366224635,0.65364628775904
Retail Sales Ex Gas/Autos (MoM),30,[ 0.06163022 -0.23223831],0.047102377865969325,0.130891275792271
Retail Sales Ex Gas/Autos (MoM),60,[-0.02513819 -0.23845224],0.2238313246037745,0.06750480078445409
S&P Global Composite PMI,5,[-0.01640467  0.0026642 ],-0.03535614679995984,0.009785207353744552
S&P Global Composite PMI,15,[-0.02209765  0.02718147],0.05248816297065906,0.013669402727412905
S&P Global Composite PMI,30,[0.00068181 0.13107732],0.03935938385235052,0.06109559792333852
S&P Global Composite PMI,60,[-0.01918979  0.11837096],0.030311126739221827,0.024076758176336366
S&P Global Services PMI,5,[-0.01910675  0.01591748],-0.03535614679995984,0.023433840535493133
S&P Global Services PMI,15,[-0.02282482 -0.03001075],0.05248816297065906,0.013476628816280756
S&P Global Services PMI,30,[-0.03705146 -0.10687286],0.03935938385235053,0.02564699181338681
S&P Global Services PMI,60,[-0.03385009 -0.05377765],0.030311126739221827,0.005236307583094568
S&P Global US Manufacturing PMI,5,[0.02634384 0.14702441],-0.06027028064501319,0.21202260466201117
S&P Global US Manufacturing PMI,15,[0.00093777 0.08692755],-0.00769051878264863,0.033134429217983596
S&P Global US Manufacturing PMI,30,[-0.00276393  0.08715626],-0.020025266507199786,0.015131817248290824
S&P Global US Manufacturing PMI,60,[-0.00674413 -0.03371909],-0.05693724747196836,0.001783366843537304
US Leading Index (MoM),5,[-0.01739875  0.02760583],0.027101870692233694,0.02320953548976812
US Leading Index (MoM),15,[ 0.02395893 -0.08997394],0.21896791580189873,0.037500458051968444
US Leading Index (MoM),30,[-0.05078331 -0.44140529],0.1546283012792468,0.23491976064549025
US Leading Index (MoM),60,[-0.0647065  -0.56247055],0.1090355281624666,0.19087369891466854
Unemployment Rate,5,[-0.03256306 -0.04169338],-0.11106643366189306,0.054087887646679156
Unemployment Rate,15,[ 0.00298839 -0.03792852],0.006780194980258133,0.0056947006617890095
Unemployment Rate,30,[-0.03205414 -0.27056851],-0.07044752971869221,0.09793122823376299
Unemployment Rate,60,[-0.01675561  0.04915859],-0.07975085172480989,0.004782970797952424
Unit Labor Costs,5,[-0.05500827  0.0030843 ],0.0028202457081075876,0.2319431194272472
Unit Labor Costs,15,[-0.07699379 -0.06013793],-0.044460170425369316,0.3464578098271337
Unit Labor Costs,30,[-0.10946237  0.05337899],-0.05011916409256011,0.605738018046434
Unit Labor Costs,60,[-0.22028574  0.03837769],0.01838863197855045,0.2872459033449797
Wholesale Inventories (MoM),5,[ 0.04185628 -0.00501546],0.04144695098854637,0.06809430316067888
Wholesale Inventories (MoM),15,[0.02091609 0.05115676],0.010243782661584877,0.01884126254772389
Wholesale Inventories (MoM),30,[-0.02393006 -0.16433645],0.17587668786787913,0.05989472813053698
Wholesale Inventories (MoM),60,[ 0.04289886 -0.39315054],0.20032612724386195,0.176091411378547
Wholesale Trade Sales (MoM),5,[0.06902179 0.01185372],0.005881617481918727,0.19536926705461743
Wholesale Trade Sales (MoM),15,[0.07342928 0.06953466],0.04547597398343849,0.11374602598635697
Wholesale Trade Sales (MoM),30,[0.0033146  0.06466876],0.3031677194824357,0.014801501144712681
Wholesale Trade Sales (MoM),60,[ 0.02818021 -0.01817412],0.4109691671843278,0.005354109575851251
